 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec,  skip 
911214020 {
14500 26403.5 26403.5 10 0 0 0 0 0
15852 26470.9 26470.9 10 0 0 0 0 0
409 26501.1 26507.3 9 0 1 0 0 0
18047 26578.9 26578.9 9 0 0 0 0 0
17841 26613.5 26621.6 10 1 0 0 0 0
412 26675.3 26675.3 10 0 0 0 0 0
413 26708.5 26716.6 11 1 0 0 0 0
14764 26748.5 26756.6 10 1 2 0 0 0
415 26798.1 26798.1 10 0 0 0 0 0
416 26828.8 26836.9 9 1 2 0 0 0
417 26892.5 26892.5 9 0 0 0 0 0
15185 26932.9 26932.9 9 0 0 0 0 0
16110 26979.3 26979.3 9 0 0 0 0 0
420 27049.9 27056.1 8 0 1 0 0 0
421 27077.3 27085.4 9 1 0 0 0 0
16088 27113.3 27113.3 9 0 0 0 0 0
423 27147.1 27147.1 9 0 0 0 0 0
15364 27261.5 27268.9 7 0 2 0 0 0
425 27325.3 27325.3 7 0 0 0 0 0
15384 27367.0 27381.3 10 3 0 0 0 0
427 27431.2 27439.3 11 1 0 0 0 0
428 27486.0 27494.1 11 1 1 0 0 0
429 27542.2 27553.4 13 2 0 0 0 0
430 27586.8 27586.8 13 0 0 0 0 0
431 27631.3 27631.3 13 0 0 0 0 0
4727 27686.1 27694.2 14 1 0 0 0 0
432 27809.4 27816.8 12 0 2 0 0 0
15279 27894.3 27894.3 12 0 0 0 0 0
16049 27927.2 27927.2 12 0 0 0 0 0
435 27969.8 27969.8 12 0 0 0 0 0
436 28032.3 28040.4 12 1 1 0 0 0
437 28109.0 28117.1 13 1 0 0 0 0
14647 28173.4 28173.4 13 0 0 0 0 0
439 28227.7 28238.9 15 2 0 0 0 0
440 28345.6 28363.0 18 4 1 0 0 0
12754 28406.8 28414.9 19 1 0 0 0 0
442 28469.0 28475.2 18 0 1 0 0 0
443 28571.3 28591.8 21 5 2 0 0 0
445 28755.1 28762.5 19 0 2 0 0 0
446 28850.0 28859.8 15 0 4 0 0 0
     }
- - - - - -
911377020 {
14959 26459.2 26465.4 8 0 1 1 0 1
402 26508.7 26508.7 8 0 0 0 0 0
403 26532.7 26532.7 8 0 0 0 0 0
17163 26565.3 26565.3 8 0 0 0 0 0
15848 26622.2 26622.2 8 0 0 0 0 0
406 26661.3 26669.4 9 1 0 0 0 0
14500 26722.8 26722.8 9 0 0 0 0 1
15852 26784.2 26784.2 9 0 0 0 0 0
409 26818.2 26824.4 8 0 1 0 0 0
18047 26888.0 26896.1 9 1 0 0 0 0
17841 26925.0 26936.2 11 2 0 0 0 0
412 26984.3 26984.3 11 0 0 0 0 0
413 27013.6 27013.6 11 0 0 0 0 0
14764 27067.4 27075.5 10 1 2 0 0 0
415 27123.9 27132.0 11 1 0 0 0 0
416 27189.4 27206.8 13 4 2 0 0 0
417 27293.2 27293.2 13 0 0 0 0 0
15185 27336.7 27336.7 13 0 0 0 0 0
16110 27382.3 27388.5 12 0 1 0 0 1
