 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
18047 26446.1 26446.1 5 0 0 0 0
17841 26478.3 26486.4 6 1 0 0 0
412 26542.7 26550.8 7 1 0 0 0
413 26591.9 26591.9 7 0 0 0 0
14764 26639.2 26645.4 6 0 1 0 0
415 26693.5 26693.5 6 0 0 0 0
416 26716.8 26723.0 5 0 1 0 0
417 26782.0 26782.0 5 0 0 0 0
15185 26837.4 26837.4 5 0 0 0 0
16110 26890.8 26890.8 5 0 0 0 0
420 26942.1 26950.2 6 1 0 0 0
421 26975.9 26975.9 6 0 0 0 0
16088 27005.3 27005.3 6 0 0 0 0
423 27039.8 27039.8 6 0 0 0 0
15364 27166.6 27172.8 5 0 1 0 0
425 27230.2 27230.2 5 0 0 0 0
15384 27275.9 27275.9 5 0 0 0 0
427 27308.7 27308.7 5 0 0 0 0
428 27364.4 27372.5 6 1 0 0 0
429 27418.3 27418.3 6 0 0 0 0
430 27451.5 27451.5 6 0 0 0 0
431 27501.7 27512.9 8 2 0 0 0
4727 27563.4 27563.4 8 0 0 0 0
432 27649.7 27660.9 9 2 1 0 0
15279 27737.2 27737.2 9 0 0 0 0
16049 27764.1 27764.1 9 0 0 0 0
435 27805.5 27805.5 9 0 0 0 0
436 27857.9 27869.1 11 2 0 0 0
437 27940.9 27952.1 13 2 0 0 0
14647 28017.2 28017.2 13 0 0 0 0
439 28075.4 28075.4 13 0 0 0 0
440 28145.2 28159.5 15 3 1 0 0
12754 28203.2 28203.2 15 0 0 0 0
442 28275.8 28283.9 15 1 1 0 0
443 28350.9 28359.0 14 1 2 0 0
445 28553.9 28561.3 12 0 2 0 0
446 28631.5 28638.9 10 0 2 0 0
18122 28736.3 28743.7 8 0 2 0 0
     }
- - - - - -
911377020 {
17163 26408.9 26408.9 4 0 0 0 0
15848 26463.4 26471.5 5 1 0 0 0
406 26512.4 26512.4 5 0 0 0 0
14500 26561.8 26601.8 6 1 0 0 40
15852 26669.7 26669.7 6 0 0 0 0
409 26702.0 26708.2 5 0 1 0 0
18047 26767.4 26767.4 5 0 0 0 0
17841 26804.0 26804.0 5 0 0 0 0
412 26856.5 26856.5 5 0 0 0 0
413 26881.5 26921.5 5 0 0 0 40
14764 26958.5 26964.7 4 0 1 0 0
415 27009.4 27009.4 4 0 0 0 0
416 27060.5 27071.7 5 2 1 0 0
417 27138.8 27138.8 5 0 0 0 0
15185 27169.2 27169.2 5 0 0 0 0
16110 27214.9 27254.9 5 0 0 0 40
420 27293.6 27293.6 5 0 0 0 0
421 27313.7 27324.9 7 2 0 0 0
16088 27347.5 27355.6 8 1 0 0 0
423 27387.0 27395.1 9 1 0 0 0
15364 27504.7 27519.0 10 3 2 0 0
425 27572.8 27612.8 10 0 0 0 40
15384 27655.1 27666.3 12 2 0 0 0
427 27704.4 27712.5 13 1 0 0 0
428 27759.6 27770.8 14 2 1 0 0
429 27821.6 27821.6 14 0 0 0 0
430 27859.4 27867.5 15 1 0 0 0
431 27911.5 27911.5 15 0 0 0 0
4727 27967.0 27975.1 15 1 1 0 0
432 28047.2 28054.6 13 0 2 0 0
15279 28149.6 28149.6 13 0 0 0 0
16049 28191.5 28202.7 15 2 0 0 0
435 28244.0 28261.4 19 4 0 0 0
436 28321.7 28336.0 21 3 1 0 0
437 28400.2 28408.3 22 1 0 0 0
14647 28470.2 28481.4 24 2 0 0 0
439 28527.3 28527.3 24 0 0 0 0
440 28613.5 28624.7 24 2 2 0 0
12754 28694.7 28702.8 25 1 0 0 0
442 28754.9 28761.1 24 0 1 0 0
     }
- - - - - -
911283020 {
17169 26465.1 26465.1 7 0 0 0 0
17162 26517.3 26525.4 8 1 0 0 0
14959 26608.0 26619.2 9 2 1 0 0
402 26655.6 26663.7 10 1 0 0 0
403 26691.3 26691.3 10 0 0 0 0
17163 26732.9 26732.9 10 0 0 0 0
15848 26801.2 26809.3 11 1 0 0 0
406 26849.6 26857.7 12 1 0 0 0
14500 26916.1 26922.3 11 0 1 0 0
15852 26999.5 26999.5 11 0 0 0 0
409 27034.1 27040.3 10 0 1 0 0
18047 27120.3 27120.3 10 0 0 0 0
17841 27205.7 27216.9 12 2 0 0 0
412 27276.2 27276.2 12 0 0 0 0
413 27309.2 27309.2 12 0 0 0 0
14764 27361.2 27368.6 10 0 2 0 0
415 27423.1 27423.1 10 0 0 0 0
416 27487.2 27501.5 11 3 2 0 0
417 27582.8 27582.8 11 0 0 0 0
15185 27616.9 27616.9 11 0 0 0 0
16110 27659.1 27667.2 12 1 0 0 0
420 27724.8 27731.0 11 0 1 0 0
421 27755.8 27755.8 11 0 0 0 0
16088 27778.5 27792.8 14 3 0 0 0
423 27841.6 27841.6 14 0 0 0 0
15364 27963.1 27977.4 14 3 3 0 0
425 28032.9 28041.0 15 1 0 0 0
15384 28081.2 28092.4 16 2 1 0 0
427 28126.5 28140.8 19 3 0 0 0
428 28179.4 28187.5 19 1 1 0 0
429 28242.9 28251.0 20 1 0 0 0
430 28287.3 28295.4 21 1 0 0 0
431 28349.9 28358.0 21 1 1 0 0
4727 28426.8 28434.9 21 1 1 0 0
432 28519.2 28533.5 22 3 2 0 0
15279 28640.9 28649.0 23 1 0 0 0
16049 28679.2 28693.5 26 3 0 0 0
435 28737.2 28760.8 32 6 0 0 0
436 28819.1 28819.1 32 0 0 0 0
     }
- - - - - -
910985020 {
14956 26449.5 26449.5 2 0 0 0 0
393 26484.3 26484.3 2 0 0 0 0
394 26503.1 26503.1 2 0 0 0 0
395 26532.8 26540.1 2 0 0 0 7.301941151701612
396 26570.1 26570.1 2 0 0 0 0
397 26611.7 26619.8 3 1 0 0 0
17169 26680.0 26688.1 4 1 0 0 0
17162 26748.4 26756.5 5 1 0 0 0
14959 26854.2 26860.4 4 0 1 0 0
402 26901.5 26901.5 4 0 0 0 0
403 26922.1 26962.1 5 1 0 0 40
17163 27000.0 27008.1 6 1 0 0 0
15848 27066.4 27066.4 6 0 0 0 0
406 27111.1 27117.3 5 0 1 0 0
14500 27169.7 27177.8 6 1 0 0 0
15852 27221.8 27233.0 8 2 0 0 0
409 27267.6 27273.8 7 0 1 0 0
18047 27361.9 27361.9 7 0 0 0 0
17841 27428.5 27428.5 7 0 0 0 0
412 27477.2 27485.3 8 1 0 0 0
413 27524.4 27564.4 8 0 0 0 40
14764 27628.8 27640.0 9 2 1 0 0
415 27680.3 27680.3 9 0 0 0 0
416 27742.3 27750.4 8 1 2 0 0
417 27832.0 27832.0 8 0 0 0 0
15185 27876.9 27876.9 8 0 0 0 0
16110 27941.8 27948.0 7 0 1 0 0
420 28006.5 28014.6 7 1 1 0 0
421 28036.4 28036.4 7 0 0 0 0
16088 28060.3 28068.4 8 1 0 0 0
423 28092.9 28101.0 9 1 0 0 0
15364 28228.7 28236.8 8 1 2 0 0
425 28310.2 28321.4 10 2 0 0 0
15384 28356.8 28356.8 10 0 0 0 0
427 28387.2 28395.3 11 1 0 0 0
428 28441.9 28448.1 10 0 1 0 0
429 28503.3 28503.3 10 0 0 0 0
430 28542.4 28550.5 11 1 0 0 0
431 28606.2 28606.2 11 0 0 0 0
4727 28657.8 28669.0 13 2 0 0 0
432 28777.4 28785.5 13 1 1 0 0
     }
- - - - - -
911298020 {
386 26539.5 26539.5 3 3 0 0 0
388 26583.7 26591.8 4 1 0 0 0
389 26619.2 26619.2 4 0 0 0 0
390 26657.8 26657.8 4 0 0 0 0
391 26681.9 26681.9 4 0 0 0 0
14956 26742.6 26750.7 5 1 0 0 0
393 26792.2 26792.2 5 0 0 0 0
394 26812.6 26812.6 5 0 0 0 0
395 26849.6 26849.6 5 0 0 0 0
396 26885.9 26885.9 5 0 0 0 0
397 26926.8 26926.8 5 0 0 0 0
17169 26977.5 26988.7 7 2 0 0 0
17162 27044.1 27044.1 7 0 0 0 0
14959 27104.8 27116.0 9 2 0 0 0
402 27162.7 27162.7 9 0 0 0 0
403 27188.1 27196.7 9 0 0 0 8.599063739238773
17163 27237.2 27245.3 10 1 0 0 0
15848 27291.6 27291.6 10 0 0 0 0
406 27323.3 27330.7 8 0 2 0 0
14500 27385.4 27425.4 10 2 0 0 40
15852 27482.5 27482.5 10 0 0 0 0
409 27521.3 27529.4 10 1 1 0 0
18047 27613.3 27613.3 10 0 0 0 0
17841 27680.8 27680.8 10 0 0 0 0
412 27745.0 27745.0 10 0 0 0 0
413 27779.4 27790.5 10 0 0 0 11.11866411869778
14764 27848.0 27855.4 8 0 2 0 0
415 27910.0 27910.0 8 0 0 0 0
416 27967.7 27973.9 7 0 1 0 0
417 28039.1 28039.1 7 0 0 0 0
15185 28063.6 28063.6 7 0 0 0 0
16110 28104.1 28144.1 7 0 0 0 40
