prob_cancel,n_replications,cancelled_blocks
0.3,15,"[[887802, 887902, 897402, 897502, 898403, 899503, 899602, 907902], [882902, 887302, 887802, 897302, 898403, 907603, 907902], [887302, 887802, 892202, 897302, 897402, 897502, 897602, 898403, 899102], [887302, 887802, 887902, 896202, 897602, 898403, 899503, 907802], [882902, 887302, 887702, 897402, 899102, 899602, 908102], [882902, 887702, 887802, 892202, 899602, 906302, 907002, 907603, 907802], [887802, 892202, 897602, 907603, 907902, 908102], [887702, 887902, 896202, 897502, 899102, 899602, 906302, 907402], [887902, 896202, 897302, 897402, 897502, 897602, 899602, 907402, 907902], [896202, 897302, 897402, 897502, 897602, 898403, 899602, 906302, 907802], [887802, 897302, 898403, 899602, 907603, 907802, 907902], [887702, 887902, 897302, 898502, 899602, 907002, 907802], [887702, 887802, 887902, 892202, 897402, 898502, 906302, 907902], [887302, 887702, 897302, 898502, 906302, 907002, 907802, 908102], [882902, 887702, 897602, 899602, 906302, 907603]]"
