boarding_stop,alighting_stop,arrival_time,times_denied,boarding_time,trip_id,alighting_time
3741,3746,26660.94864403863,0,26706.212414858583,4552020,27131.92125758912
3742,3746,25912.861549800673,0,26774.976513287067,4552020,27131.92125758912
3742,3746,26242.944501429367,0,26774.976513287067,4552020,27131.92125758912
3742,3746,26719.954637717998,0,26774.976513287067,4552020,27131.92125758912
3743,3746,25854.37940588267,0,26823.55109584496,4552020,27131.92125758912
3743,3746,25931.630036022496,0,26823.55109584496,4552020,27131.92125758912
3743,3746,26661.44964005547,0,26823.55109584496,4552020,27131.92125758912
3745,3746,26170.83748374298,0,26968.323213942684,4552020,27131.92125758912
3745,3746,26886.731833860653,0,26968.323213942684,4552020,27131.92125758912
3794,3810,25945.437814084242,0,26150.885250382857,29414020,27165.24528017181
3801,3810,25988.643168197,0,26458.515776814067,29414020,27165.24528017181
3802,3810,26129.798637223208,0,26526.796158018355,29414020,27165.24528017181
3802,3810,26168.890333675583,0,26526.796158018355,29414020,27165.24528017181
3805,3810,26026.82514804403,0,26712.283666269683,29414020,27165.24528017181
3807,3810,26455.927319751463,0,26838.191142380765,29414020,27165.24528017181
3776,17038,23656.32134294124,0,24418.49487819646,8564020,27179.554094458832
4943,17038,24148.25469153896,0,24830.39833390229,8564020,27179.554094458832
4947,17038,24302.306001556135,0,24933.40812856074,8564020,27179.554094458832
3803,17038,25467.684355848,0,25816.278593276962,8564020,27179.554094458832
3804,17038,24953.28581103635,0,25876.410994375048,8564020,27179.554094458832
3804,17038,25454.451832138504,0,25876.410994375048,8564020,27179.554094458832
3805,17038,25824.86037055461,0,25964.70407055809,8564020,27179.554094458832
3807,17038,25862.949235482873,0,26079.820462494146,8564020,27179.554094458832
3808,17038,26042.837599456103,0,26169.52074752911,8564020,27179.554094458832
3808,17038,26081.963193578078,0,26169.52074752911,8564020,27179.554094458832
3809,17038,25391.874673677605,0,26277.670049727894,8564020,27179.554094458832
3809,17038,26111.105388311968,0,26277.670049727894,8564020,27179.554094458832
3810,17038,25416.69253100062,0,26406.82404710662,8564020,27179.554094458832
3810,17038,25913.710931288584,0,26406.82404710662,8564020,27179.554094458832
3812,17038,25487.967379117803,0,26511.0669934921,8564020,27179.554094458832
3812,17038,25636.78319459635,0,26511.0669934921,8564020,27179.554094458832
3812,17038,25675.089540044715,0,26511.0669934921,8564020,27179.554094458832
3813,17038,25909.518426262635,0,26550.190853263546,8564020,27179.554094458832
3813,17038,26083.536149999905,0,26550.190853263546,8564020,27179.554094458832
3814,17038,26554.431996192965,0,26629.17590442488,8564020,27179.554094458832
3816,17038,26453.280020359074,0,26786.422489872155,8564020,27179.554094458832
17133,17038,25792.764340118916,0,26845.48965349594,8564020,27179.554094458832
3818,17038,25850.144696043622,0,26952.768989401582,8564020,27179.554094458832
