 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec,  skip 
911214020 {
15852 26449.9 26449.9 5 0 0 0 0 0
409 26480.8 26480.8 5 0 0 0 0 0
18047 26552.1 26552.1 5 0 0 0 0 0
17841 26579.6 26579.6 5 0 0 0 0 0
412 26638.2 26638.2 5 0 0 0 0 0
413 26664.9 26664.9 5 0 0 0 0 0
14764 26707.4 26713.6 4 0 1 0 0 0
415 26754.9 26754.9 4 0 0 0 0 0
416 26789.1 26795.3 3 0 1 0 0 0
417 26859.6 26859.6 3 0 0 0 0 0
15185 26915.7 26915.7 3 0 0 0 0 0
16110 26973.4 26973.4 3 0 0 0 0 0
420 27025.7 27033.8 4 1 0 0 0 0
421 27059.2 27067.3 5 1 0 0 0 0
16088 27095.9 27104.0 6 1 0 0 0 0
423 27143.7 27143.7 6 0 0 0 0 0
15364 27256.7 27277.2 10 5 1 0 0 0
425 27343.8 27343.8 10 0 0 0 0 0
15384 27386.7 27397.9 12 2 0 0 0 0
427 27443.6 27443.6 12 0 0 0 0 0
428 27490.5 27496.7 11 0 1 0 0 0
429 27539.0 27539.0 11 0 0 0 0 0
430 27573.7 27573.7 11 0 0 0 0 0
431 27613.5 27621.6 12 1 0 0 0 0
4727 27690.7 27698.8 13 1 0 0 0 0
432 27799.3 27805.5 12 0 1 0 0 0
15279 27909.0 27909.0 12 0 0 0 0 0
16049 27949.5 27949.5 12 0 0 0 0 0
435 27990.8 28002.0 14 2 0 0 0 0
436 28057.2 28065.3 14 1 1 0 0 0
437 28142.3 28153.5 16 2 0 0 0 0
14647 28225.1 28233.2 17 1 0 0 0 0
439 28295.4 28303.5 18 1 0 0 0 0
440 28375.3 28389.6 20 3 1 0 0 0
12754 28440.3 28448.4 21 1 0 0 0 0
442 28509.3 28515.5 20 0 1 0 0 0
443 28622.3 28636.6 21 3 2 0 0 0
445 28773.2 28781.8 18 0 3 0 0 0
446 28851.0 28860.8 15 1 4 0 0 0
     }
- - - - - -
911377020 {
403 26420.7 26440.7 2 0 0 0 20 0
17163 26478.1 26478.1 2 0 0 0 0 0
15848 26535.0 26535.0 2 0 0 0 0 0
406 26570.9 26582.1 4 2 0 0 0 0
14500 26637.6 26648.8 6 2 0 0 10 0
15852 26695.8 26695.8 6 0 0 0 0 0
409 26732.2 26738.4 5 0 1 0 0 0
18047 26806.5 26806.5 5 0 0 0 0 0
17841 26843.6 26851.7 6 1 0 0 0 0
412 26915.1 26915.1 6 0 0 0 0 0
413 26951.7 26951.7 6 0 0 0 0 1
14764 26995.4 27001.6 5 0 1 0 0 0
415 27053.2 27053.2 5 0 0 0 0 0
416 27089.3 27097.4 5 1 1 0 0 0
417 27169.2 27169.2 5 0 0 0 0 0
15185 27202.2 27202.2 5 0 0 0 0 0
16110 27248.1 27268.1 5 0 0 0 20 0
420 27329.2 27340.4 7 2 0 0 0 0
421 27360.8 27375.1 10 3 0 0 0 0
16088 27400.7 27400.7 10 0 0 0 0 0
423 27433.2 27433.2 10 0 0 0 0 0
15364 27585.7 27596.9 10 2 2 0 0 0
425 27668.9 27698.9 10 0 0 0 30 0
