 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec,  skip 
911214020 {
18047 26488.3 26488.3 9 0 0 0 0 0
17841 26519.6 26519.6 9 0 0 0 0 0
412 26574.9 26574.9 9 0 0 0 0 0
413 26604.2 26604.2 9 0 0 0 0 0
14764 26655.1 26663.2 9 1 1 0 0 0
415 26704.1 26704.1 9 0 0 0 0 0
416 26729.7 26737.1 7 0 2 0 0 0
417 26803.7 26803.7 7 0 0 0 0 0
15185 26848.5 26848.5 7 0 0 0 0 0
16110 26898.8 26898.8 7 0 0 0 0 0
420 26971.9 26971.9 7 0 0 0 0 0
421 27001.0 27009.1 8 1 0 0 0 0
16088 27034.6 27034.6 8 0 0 0 0 0
423 27061.5 27061.5 8 0 0 0 0 0
15364 27182.4 27196.7 9 3 2 0 0 0
425 27260.7 27260.7 9 0 0 0 0 0
15384 27309.1 27320.3 11 2 0 0 0 0
427 27369.4 27383.7 14 3 0 0 0 0
428 27438.9 27450.1 15 2 1 0 0 0
429 27494.6 27494.6 15 0 0 0 0 0
430 27529.4 27529.4 15 0 0 0 0 0
431 27561.3 27561.3 15 0 0 0 0 0
4727 27619.0 27627.1 16 1 0 0 0 0
432 27717.1 27731.4 17 3 2 0 0 0
15279 27816.5 27816.5 17 0 0 0 0 0
16049 27844.2 27855.4 19 2 0 0 0 0
435 27899.0 27905.2 18 0 1 0 0 0
436 27954.3 27960.5 17 0 1 0 0 0
437 28026.0 28026.0 17 0 0 0 0 0
14647 28107.5 28115.6 18 1 0 0 0 0
439 28165.9 28165.9 18 0 0 0 0 0
440 28237.1 28248.3 19 2 1 0 0 0
12754 28309.3 28309.3 19 0 0 0 0 0
442 28377.0 28383.2 18 0 1 0 0 0
443 28482.3 28490.4 17 1 2 0 0 0
445 28707.8 28715.2 15 0 2 0 0 0
446 28803.6 28812.2 13 1 3 0 0 0
     }
- - - - - -
911377020 {
402 26447.2 26447.2 9 0 0 0 0 0
403 26475.8 26515.8 9 0 0 0 40 0
17163 26561.3 26561.3 9 0 0 0 0 0
15848 26609.5 26609.5 9 0 0 0 0 0
406 26647.4 26647.4 9 0 0 0 0 0
14500 26691.5 26699.6 10 1 0 0 0 0
15852 26762.1 26762.1 10 0 0 0 0 0
409 26787.4 26804.8 13 4 1 0 0 0
18047 26864.8 26876.0 15 2 0 0 0 0
17841 26910.2 26910.2 15 0 0 0 0 0
412 26961.6 26969.7 15 1 1 0 0 0
413 26997.4 27027.4 15 0 0 0 30 0
14764 27070.7 27081.9 14 2 3 0 0 0
415 27149.2 27149.2 14 0 0 0 0 0
416 27196.0 27207.2 13 2 3 0 0 0
417 27270.7 27278.8 14 1 0 0 0 0
15185 27317.8 27317.8 14 0 0 0 0 0
16110 27366.6 27366.6 14 0 0 0 0 0
420 27426.3 27437.5 15 2 1 0 0 0
421 27462.9 27471.0 16 1 0 0 0 0
16088 27505.4 27513.5 17 1 0 0 0 0
423 27544.7 27555.9 19 2 0 0 0 0
15364 27692.8 27707.1 18 3 4 0 0 0
425 27776.2 27776.2 18 0 0 0 0 1
15384 27833.7 27851.1 21 4 1 0 0 0
427 27894.7 27902.8 22 1 0 0 0 0
428 27944.2 27952.3 22 1 1 0 0 0
429 28010.3 28010.3 22 0 0 0 0 0
430 28043.0 28043.0 22 0 0 0 0 0
431 28092.9 28112.9 21 0 1 0 20 0
4727 28163.8 28175.0 22 2 1 0 0 0
432 28274.4 28285.6 22 2 2 0 0 0
15279 28381.4 28395.7 25 3 0 0 0 0
16049 28434.9 28461.6 32 7 0 0 0 0
435 28504.1 28521.5 36 4 0 0 0 0
436 28579.9 28597.3 39 4 1 0 0 0
437 28663.7 28671.8 40 1 0 1 0 0
14647 28718.4 28726.5 40 1 1 2 0 0
439 28774.1 28774.1 40 0 0 0 0 0
440 28852.0 28863.2 40 2 2 0 0 0
     }
- - - - - -
911283020 {
17169 26422.2 26422.2 1 0 0 0 0 0
