prob_cancel,n_replications,cancelled_blocks
0.3,10,"[[882902, 887302, 896202, 898403, 906302], [887302, 887802, 897402, 897602, 898502, 899503, 907002, 907402, 908102], [897602, 899503, 907002, 908102], [887702, 897602, 898403, 907002, 907902], [887302, 887702, 896202, 897402, 898403, 899102, 899503, 907902], [882902, 887302, 887802, 887902, 907002, 907902], [892202, 899102, 899503, 899602, 906302, 907802], [882902, 892202, 896202, 897402, 906302, 907902], [887302, 897502], [882902, 898403, 899602]]"
