pax,bin_30mins,boarding_stop,alighting_stop,direction,route_id
0.0031923093210765837,28,3729,3731,East,81
0.009725649183094058,29,3729,3731,East,81
0.00012906052085891198,30,3729,3731,East,81
0.017140651662159043,31,3729,3731,East,81
0.0001192696156075257,34,3729,3731,East,81
0.00036219891794419943,35,3729,3731,East,81
0.00022472886293821591,36,3729,3731,East,81
0.0003691905716793694,38,3729,3731,East,81
0.09127698607392473,10,14102,3737,East,81
0.0319658313081642,14,14102,3737,East,81
0.049740710337190956,15,14102,3737,East,81
0.7689825523885746,16,14102,3737,East,81
0.12740368286468506,17,14102,3737,East,81
0.022975548890907728,19,14102,3737,East,81
0.006313436833090686,20,14102,3737,East,81
0.05042778332437084,21,14102,3737,East,81
0.19840103859214134,23,14102,3737,East,81
0.2905302965818753,25,14102,3737,East,81
0.10614293736712771,26,14102,3737,East,81
0.6309630391239718,27,14102,3737,East,81
0.3818396498219651,28,14102,3737,East,81
0.8536350036098466,29,14102,3737,East,81
0.24469449262563145,30,14102,3737,East,81
0.07885218612538505,31,14102,3737,East,81
0.5648326964324482,32,14102,3737,East,81
0.25762541017036433,33,14102,3737,East,81
0.374376088292314,34,14102,3737,East,81
0.8056396895371748,35,14102,3737,East,81
1.2055618726838622,36,14102,3737,East,81
0.2178806829094244,37,14102,3737,East,81
0.3099116218666911,38,14102,3737,East,81
0.2173849604711016,39,14102,3737,East,81
0.06102958422052406,41,14102,3737,East,81
0.006647246980343512,42,14102,3737,East,81
0.003834386670642398,10,3725,3737,East,81
0.0033194853681237637,14,3725,3737,East,81
0.00016610057690850632,15,3725,3737,East,81
0.004332235346875975,16,3725,3737,East,81
0.026766743398940283,17,3725,3737,East,81
0.0012735021396780531,19,3725,3737,East,81
0.0027280393357071732,20,3725,3737,East,81
0.003960935499399382,21,3725,3737,East,81
0.001997938597030138,23,3725,3737,East,81
0.0025274373752418775,25,3725,3737,East,81
0.003346443616207871,26,3725,3737,East,81
0.0007707672207071624,27,3725,3737,East,81
0.0016689520227854886,28,3725,3737,East,81
0.012990767314432966,29,3725,3737,East,81
0.0016547675567935487,30,3725,3737,East,81
0.0031510588125455968,31,3725,3737,East,81
0.02208545275554295,32,3725,3737,East,81
0.019377206182918348,33,3725,3737,East,81
0.0010437814487398182,34,3725,3737,East,81
0.007943126655226061,35,3725,3737,East,81
0.0007256412437473081,36,3725,3737,East,81
0.002961301376927098,37,3725,3737,East,81
0.005365369152990847,38,3725,3737,East,81
0.0012831047246474115,39,3725,3737,East,81
0.003386170916136395,41,3725,3737,East,81
0.009918728064727749,10,3726,3737,East,81
0.01268021264230775,14,3726,3737,East,81
0.0009179199931455277,15,3726,3737,East,81
0.019889417270010413,16,3726,3737,East,81
0.04245705097061018,17,3726,3737,East,81
0.007036080717655706,19,3726,3737,East,81
0.15229299019167858,20,3726,3737,East,81
0.05011973148542674,21,3726,3737,East,81
0.016206307281841654,23,3726,3737,East,81
0.07326166660209059,25,3726,3737,East,81
0.035415269689106604,26,3726,3737,East,81
0.006775351925337349,27,3726,3737,East,81
0.07136163341498049,28,3726,3737,East,81
0.014680575044348963,29,3726,3737,East,81
0.008204337310242055,30,3726,3737,East,81
0.42972602007055294,31,3726,3737,East,81
0.014115753620935189,32,3726,3737,East,81
0.2029948341510166,33,3726,3737,East,81
0.011520746577870404,34,3726,3737,East,81
0.035495346530558816,35,3726,3737,East,81
0.008225246599437587,36,3726,3737,East,81
0.2360438432800954,37,3726,3737,East,81
0.01924947698242985,38,3726,3737,East,81
0.0038069349069919565,39,3726,3737,East,81
0.02016505171474368,41,3726,3737,East,81
0.0026488372366781604,42,3726,3737,East,81
0.028048962532517596,10,3733,3737,East,81
0.0034439250756668456,14,3733,3737,East,81
0.00030715883094313865,15,3733,3737,East,81
0.0030325465038032674,16,3733,3737,East,81
0.01599238628780496,17,3733,3737,East,81
0.0032672610272642486,19,3733,3737,East,81
0.003690438470931267,20,3733,3737,East,81
0.010321646071035745,21,3733,3737,East,81
0.0075828813116218165,23,3733,3737,East,81
0.0016863053110171525,25,3733,3737,East,81
0.020798065052970428,26,3733,3737,East,81
0.004963834940202438,27,3733,3737,East,81
0.005804070582004721,28,3733,3737,East,81
0.005205057085912867,29,3733,3737,East,81
0.0015901428211808496,30,3733,3737,East,81
0.012742808326014902,31,3733,3737,East,81
0.006457685803068742,32,3733,3737,East,81
0.0023742797039282386,33,3733,3737,East,81
0.001906700544819793,34,3733,3737,East,81
0.01696598048396889,35,3733,3737,East,81
0.003832068606907345,36,3733,3737,East,81
0.007486368336002614,37,3733,3737,East,81
0.024459386576544645,38,3733,3737,East,81
0.00122460258253096,39,3733,3737,East,81
0.0031310059057990183,41,3733,3737,East,81
0.009958581005848711,10,17475,3737,East,81
0.005275469357736669,14,17475,3737,East,81
0.0004709275127766368,15,17475,3737,East,81
0.054605423944240936,16,17475,3737,East,81
0.022071268371458036,17,17475,3737,East,81
0.003133569076002977,19,17475,3737,East,81
0.0033418506781640097,20,17475,3737,East,81
0.012218547937645938,21,17475,3737,East,81
0.00855385024198286,23,17475,3737,East,81
0.005614864379023197,25,17475,3737,East,81
0.02079366598113583,26,17475,3737,East,81
0.0050935317112364275,27,17475,3737,East,81
0.06185153797633879,28,17475,3737,East,81
0.0046480819460771785,29,17475,3737,East,81
0.003992836537668882,30,17475,3737,East,81
0.027717361050169167,31,17475,3737,East,81
0.0072629381949395715,32,17475,3737,East,81
0.0051393876431454245,33,17475,3737,East,81
0.004168510470925016,34,17475,3737,East,81
0.03628438940987902,35,17475,3737,East,81
0.004128056678314844,36,17475,3737,East,81
0.02259840272621114,37,17475,3737,East,81
0.04345171001410468,38,17475,3737,East,81
0.0037313834464734064,39,17475,3737,East,81
0.01304366690354441,41,17475,3737,East,81
0.016183749326852563,42,17475,3737,East,81
0.04232820931087539,10,17476,3737,East,81
0.003269464343415877,14,17476,3737,East,81
0.0002463253371889034,15,17476,3737,East,81
0.003831726692648678,16,17476,3737,East,81
0.007455725880837923,17,17476,3737,East,81
0.00980230357755662,19,17476,3737,East,81
0.002174032657792336,20,17476,3737,East,81
0.005811318146421018,21,17476,3737,East,81
0.003202719799601388,23,17476,3737,East,81
0.024242965604610946,25,17476,3737,East,81
0.026866819404727946,26,17476,3737,East,81
0.003447561519305568,27,17476,3737,East,81
0.021229322816923277,28,17476,3737,East,81
0.0024121960981739045,29,17476,3737,East,81
0.0019491005193120789,30,17476,3737,East,81
0.019566953185340262,31,17476,3737,East,81
0.00516117479258857,32,17476,3737,East,81
0.0038871761237890675,33,17476,3737,East,81
0.0019807943851122838,34,17476,3737,East,81
0.02536532328178942,35,17476,3737,East,81
0.0037582166356652565,36,17476,3737,East,81
0.01852861980984483,37,17476,3737,East,81
0.024363379144495993,38,17476,3737,East,81
0.0032233224845199344,39,17476,3737,East,81
0.031334072578058376,41,17476,3737,East,81
0.008163783477402365,42,17476,3737,East,81
0.006334822147468775,14,3728,3737,East,81
0.0001263868996300651,15,3728,3737,East,81
0.028826032295817722,16,3728,3737,East,81
0.006985730673929432,17,3728,3737,East,81
0.0017814167099668315,19,3728,3737,East,81
0.0036521229767115817,20,3728,3737,East,81
0.001556761049953836,23,3728,3737,East,81
0.0018505479230235145,25,3728,3737,East,81
0.007229765663810375,26,3728,3737,East,81
0.0010886737574631533,27,3728,3737,East,81
0.0018940035838149692,28,3728,3737,East,81
0.0015819414718392939,29,3728,3737,East,81
0.001388929465581154,30,3728,3737,East,81
0.013237661688374994,31,3728,3737,East,81
0.009770324306766979,32,3728,3737,East,81
0.0015527580909189618,33,3728,3737,East,81
0.0022848050584366804,34,3728,3737,East,81
0.009875755176296842,35,3728,3737,East,81
0.0030430334101541204,36,3728,3737,East,81
0.01008537167698342,37,3728,3737,East,81
0.005630670563640675,38,3728,3737,East,81
0.0004761946189233744,39,3728,3737,East,81
0.001816444107506257,14,3732,3737,East,81
0.0001222178194548451,15,3732,3737,East,81
0.002248397051782482,16,3732,3737,East,81
0.007828630323676077,17,3732,3737,East,81
0.0008079497595871828,19,3732,3737,East,81
0.013387234434537843,21,3732,3737,East,81
0.0010410069356912752,23,3732,3737,East,81
0.0005949455675162534,25,3732,3737,East,81
0.01005424622965193,26,3732,3737,East,81
0.002227353956040681,27,3732,3737,East,81
0.0016417095253251743,28,3732,3737,East,81
0.0009991813405352881,29,3732,3737,East,81
0.0009462555423608643,30,3732,3737,East,81
0.00385229165121999,31,3732,3737,East,81
0.001161713448385448,32,3732,3737,East,81
0.002523613291704946,33,3732,3737,East,81
0.002890794020590854,34,3732,3737,East,81
0.03192149472261831,35,3732,3737,East,81
0.0025144124705606965,36,3732,3737,East,81
0.007828390979394141,37,3732,3737,East,81
0.013418221918439287,38,3732,3737,East,81
0.0009734170004061121,39,3732,3737,East,81
0.0019451603643769922,14,3734,3737,East,81
9.73151413450381e-05,15,3734,3737,East,81
0.00267521539112952,16,3734,3737,East,81
0.005599963725797625,17,3734,3737,East,81
0.0001894998869716818,19,3734,3737,East,81
0.0005888535637932615,20,3734,3737,East,81
0.0033157931187293484,21,3734,3737,East,81
0.0012088277516723036,23,3734,3737,East,81
0.000582565985891951,25,3734,3737,East,81
0.003238639288327764,26,3734,3737,East,81
0.0009581762192691276,27,3734,3737,East,81
0.0010968217740838727,28,3734,3737,East,81
0.0008368612576572844,29,3734,3737,East,81
0.0012670849053648538,30,3734,3737,East,81
0.06606770889755792,31,3734,3737,East,81
0.0017920594033216442,32,3734,3737,East,81
0.0007988458145757187,33,3734,3737,East,81
0.0018505057415944617,34,3734,3737,East,81
0.01451582487514421,35,3734,3737,East,81
0.0008022489163111437,36,3734,3737,East,81
0.005592012599293149,37,3734,3737,East,81
0.013927417582424113,38,3734,3737,East,81
0.0011275368836210344,39,3734,3737,East,81
0.002885066662492778,14,3730,3737,East,81
0.00030191132580890555,15,3730,3737,East,81
0.010900107530028576,16,3730,3737,East,81
0.007915790162624009,17,3730,3737,East,81
0.003391203773160509,19,3730,3737,East,81
0.005338919909922772,20,3730,3737,East,81
0.0056917870524968665,21,3730,3737,East,81
0.0014046524083969455,23,3730,3737,East,81
0.0032339987149322034,25,3730,3737,East,81
0.016595851241614196,26,3730,3737,East,81
0.0021164668954406487,27,3730,3737,East,81
0.001169610280436024,28,3730,3737,East,81
0.0010510654660338063,29,3730,3737,East,81
0.0010517596771998916,30,3730,3737,East,81
0.0951781359746038,31,3730,3737,East,81
0.005731492283967177,32,3730,3737,East,81
0.002115373899594528,33,3730,3737,East,81
0.003372472275589391,34,3730,3737,East,81
0.010819944737985308,35,3730,3737,East,81
0.0021315530158176436,36,3730,3737,East,81
0.017931171209819557,37,3730,3737,East,81
0.007638727740964829,38,3730,3737,East,81
0.0010644702510532512,39,3730,3737,East,81
0.002050231321279539,14,3731,3737,East,81
6.159460401550849e-05,15,3731,3737,East,81
0.005302124060342904,16,3731,3737,East,81
0.012919663259332602,17,3731,3737,East,81
0.0003743061776545024,20,3731,3737,East,81
0.0010431244996058726,23,3731,3737,East,81
0.00032343365071099673,25,3731,3737,East,81
0.00137026587630301,27,3731,3737,East,81
0.0011560061801542305,28,3731,3737,East,81
0.015289350560353453,29,3731,3737,East,81
0.00016963905946679772,30,3731,3737,East,81
0.0029768480885905097,31,3731,3737,East,81
0.0029614419611870384,32,3731,3737,East,81
0.0016111149280437294,33,3731,3737,East,81
0.0016682955153480613,34,3731,3737,East,81
0.004448037927130017,35,3731,3737,East,81
0.0020683121816181143,36,3731,3737,East,81
0.0028531186601223396,37,3731,3737,East,81
0.0027247852420265676,38,3731,3737,East,81
0.0009548100928577452,39,3731,3737,East,81
0.00039356019865682346,14,3729,3737,East,81
0.00015855922954926226,15,3729,3737,East,81
0.003917859800244199,16,3729,3737,East,81
0.00039206948175252003,19,3729,3737,East,81
0.0007097491650541779,20,3729,3737,East,81
0.004912871064579485,26,3729,3737,East,81
0.0019699432976758822,27,3729,3737,East,81
0.00029170714681582625,28,3729,3737,East,81
0.0014160125547882613,29,3729,3737,East,81
0.00016569226403673394,30,3729,3737,East,81
0.00380033549901446,31,3729,3737,East,81
0.00023827406569284167,34,3729,3737,East,81
0.0020502650516269535,35,3729,3737,East,81
0.0007527906282877001,36,3729,3737,East,81
0.006845739961874169,38,3729,3737,East,81
0.1346188975227448,10,14102,18607,East,81
0.034186629720911625,12,14102,18607,East,81
0.02855667592576965,13,14102,18607,East,81
0.030079498727688957,14,14102,18607,East,81
0.022249374762385515,15,14102,18607,East,81
0.04001824187352832,16,14102,18607,East,81
0.06064696546880841,17,14102,18607,East,81
0.10534243286601577,18,14102,18607,East,81
0.08171468521819321,19,14102,18607,East,81
0.020721427815270674,20,14102,18607,East,81
0.03185885292757909,21,14102,18607,East,81
0.07329547879842396,22,14102,18607,East,81
0.07195525079779903,23,14102,18607,East,81
0.054814384566668116,24,14102,18607,East,81
0.15438826639495026,25,14102,18607,East,81
0.18057660729603975,26,14102,18607,East,81
0.12599711042596967,27,14102,18607,East,81
0.1348573065497095,28,14102,18607,East,81
0.12479477916859243,29,14102,18607,East,81
0.5461859084765494,30,14102,18607,East,81
0.1542445182793873,31,14102,18607,East,81
0.025100868749226735,32,14102,18607,East,81
0.08099588874324053,33,14102,18607,East,81
0.12357709785222934,34,14102,18607,East,81
0.397194504475775,35,14102,18607,East,81
0.5968929570860098,36,14102,18607,East,81
0.11676843413035412,37,14102,18607,East,81
0.1309456088736744,38,14102,18607,East,81
0.06697562840214033,39,14102,18607,East,81
0.03632703927894574,40,14102,18607,East,81
0.23512026941934328,41,14102,18607,East,81
0.006647246980343512,42,14102,18607,East,81
0.005655104626918071,10,3725,18607,East,81
0.0013986755054493116,12,3725,18607,East,81
0.004316307732874118,13,3725,18607,East,81
0.003123599538034201,14,3725,18607,East,81
0.0016384658390440157,15,3725,18607,East,81
0.0037852157828437765,16,3725,18607,East,81
0.012741560731428068,17,3725,18607,East,81
0.008893515844406726,18,3725,18607,East,81
0.004529329286651758,19,3725,18607,East,81
0.008953739724739108,20,3725,18607,East,81
0.002502407466917273,21,3725,18607,East,81
0.005499466020860182,22,3725,18607,East,81
0.004538308842034905,23,3725,18607,East,81
0.0022472405098355893,24,3725,18607,East,81
0.02254967820840141,25,3725,18607,East,81
0.005693166683640843,26,3725,18607,East,81
0.005014376625338329,27,3725,18607,East,81
0.009896335104078287,28,3725,18607,East,81
0.009878765883928695,29,3725,18607,East,81
0.06201409013486159,30,3725,18607,East,81
0.006163856355716734,31,3725,18607,East,81
0.02164390668595556,32,3725,18607,East,81
0.07021921227429155,33,3725,18607,East,81
0.009411378075272264,34,3725,18607,East,81
0.0245271578217078,35,3725,18607,East,81
0.017377640942636715,36,3725,18607,East,81
0.0015870453504847261,37,3725,18607,East,81
0.0022670060785026937,38,3725,18607,East,81
0.004556589661942694,39,3725,18607,East,81
0.013045434083658531,41,3725,18607,East,81
0.014628531181125413,10,3726,18607,East,81
0.002901042398876001,12,3726,18607,East,81
0.005266250786715648,13,3726,18607,East,81
0.011931941840151885,14,3726,18607,East,81
0.009054637736585987,15,3726,18607,East,81
0.017378034694328953,16,3726,18607,East,81
0.020210493497717908,17,3726,18607,East,81
0.04319609733941895,18,3726,18607,East,81
0.025024478141654528,19,3726,18607,East,81
0.07980689073626299,20,3726,18607,East,81
0.03166423445371398,21,3726,18607,East,81
0.023501646463456365,22,3726,18607,East,81
0.036812556573682924,23,3726,18607,East,81
0.010396673025056848,24,3726,18607,East,81
0.03893136734094125,25,3726,18607,East,81
0.060250539560757634,26,3726,18607,East,81
0.04407837465075652,27,3726,18607,East,81
0.06756191675993736,28,3726,18607,East,81
0.0699204664963528,29,3726,18607,East,81
0.3074658500315493,30,3726,18607,East,81
0.07292847588517434,31,3726,18607,East,81
0.013833542719507173,32,3726,18607,East,81
0.06382036225182751,33,3726,18607,East,81
0.10387816518931509,34,3726,18607,East,81
0.10960419040006449,35,3726,18607,East,81
0.19697802915877916,36,3726,18607,East,81
0.010975110256038426,37,3726,18607,East,81
0.008133397737011336,38,3726,18607,East,81
0.013519270802821696,39,3726,18607,East,81
0.003912063947521515,40,3726,18607,East,81
0.07768711605331677,41,3726,18607,East,81
0.0026488372366781604,42,3726,18607,East,81
0.04136771573204882,10,3733,18607,East,81
0.0061231306954113865,12,3733,18607,East,81
0.004139896512181271,13,3733,18607,East,81
0.003240695946027824,14,3733,18607,East,81
0.0030299067048890856,15,3733,18607,East,81
0.002649635111970861,16,3733,18607,East,81
0.007612728903531529,17,3733,18607,East,81
0.010603609816838395,18,3733,18607,East,81
0.011620318958918276,19,3733,18607,East,81
0.012112444680097374,20,3733,18607,East,81
0.006520925221567934,21,3733,18607,East,81
0.008188276374791336,22,3733,18607,East,81
0.017224481951441783,23,3733,18607,East,81
0.005138727924955436,24,3733,18607,East,81
0.01504513721963772,25,3733,18607,East,81
0.0353828913985835,26,3733,18607,East,81
0.03229319725526501,27,3733,18607,East,81
0.03441622447083614,28,3733,18607,East,81
0.024790583372091186,29,3733,18607,East,81
0.059592212716021484,30,3733,18607,East,81
0.02492649130421476,31,3733,18607,East,81
0.0063285797432321616,32,3733,18607,East,81
0.008603926126133102,33,3733,18607,East,81
0.017191989496739668,34,3733,18607,East,81
0.05238834768630243,35,3733,18607,East,81
0.09177029681291868,36,3733,18607,East,81
0.004012157003755555,37,3733,18607,East,81
0.010334718164651237,38,3733,18607,East,81
0.004348835570753781,39,3733,18607,East,81
0.012062395009360904,41,3733,18607,East,81
0.014687307869834194,10,17475,18607,East,81
0.004524297586912211,12,17475,18607,East,81
0.004495025581680055,13,17475,18607,East,81
0.004964159145564716,14,17475,18607,East,81
0.0046453700324924595,15,17475,18607,East,81
0.007617650155341751,16,17475,18607,East,81
0.010506410966143678,17,17475,18607,East,81
0.015077672948076083,18,17475,18607,East,81
0.01114483104934131,19,17475,18607,East,81
0.010968339341583174,20,17475,18607,East,81
0.0077193343841848,21,17475,18607,East,81
0.011955501389429479,22,17475,18607,East,81
0.019430033657860037,23,17475,18607,East,81
0.009644167554287111,24,17475,18607,East,81
0.05009555772620152,25,17475,18607,East,81
0.03537540743886985,26,17475,18607,East,81
0.03313696491894174,27,17475,18607,East,81
0.031819293289244564,28,17475,18607,East,81
0.022137828865776837,29,17475,18607,East,81
0.1496355931829881,30,17475,18607,East,81
0.05421854755378628,31,17475,18607,East,81
0.00711773302984162,32,17475,18607,East,81
0.01862413747715759,33,17475,18607,East,81
0.0375858644546438,34,17475,18607,East,81
0.11204063389004063,35,17475,18607,East,81
0.09885861279901255,36,17475,18607,East,81
0.012111124607057398,37,17475,18607,East,81
0.018359461933462943,38,17475,18607,East,81
0.013250970797895683,39,17475,18607,East,81
0.003483961980896096,40,17475,18607,East,81
0.05025153809824203,41,17475,18607,East,81
0.016183749326852563,42,17475,18607,East,81
0.06242731181907242,10,17476,18607,East,81
0.005235304100508053,12,17476,18607,East,81
0.00395401693073997,13,17476,18607,East,81
0.003076530299178699,14,17476,18607,East,81
0.0024298269023913777,15,17476,18607,East,81
0.00334790499390032,16,17476,18607,East,81
0.0035490901037792083,17,17476,18607,East,81
0.0027758663183731153,18,17476,18607,East,81
0.0055663307000199365,19,17476,18607,East,81
0.0071354259141975995,20,17476,18607,East,81
0.0036714270970685916,21,17476,18607,East,81
0.0035372703647271507,22,17476,18607,East,81
0.007274964108855437,23,17476,18607,East,81
0.00603433748337967,24,17476,18607,East,81
0.03453443301291276,25,17476,18607,East,81
0.0457074132041468,26,17476,18607,East,81
0.02242878450508177,27,17476,18607,East,81
0.02009894774529807,28,17476,18607,East,81
0.011488778604072786,29,17476,18607,East,81
0.07304451600485717,30,17476,18607,East,81
0.03827535312044455,31,17476,18607,East,81
0.005057989385010775,32,17476,18607,East,81
0.014086367395136702,33,17476,18607,East,81
0.017860065313648817,34,17476,18607,East,81
0.07832423104090391,35,17476,18607,East,81
0.0900016913894956,36,17476,18607,East,81
0.00993001257799278,37,17476,18607,East,81
0.010294152562205339,38,17476,18607,East,81
0.011446733558016446,39,17476,18607,East,81
0.0018195153650691351,40,17476,18607,East,81
0.12071646367337947,41,17476,18607,East,81
0.008163783477402365,42,17476,18607,East,81
0.28271269222386586,10,3737,18607,East,81
0.0006249927103225641,12,3737,18607,East,81
0.005130433535006437,13,3737,18607,East,81
0.004448222588699955,14,3737,18607,East,81
0.0011074814265414556,15,3737,18607,East,81
0.0061879670582568255,16,3737,18607,East,81
0.0067952633059831236,17,3737,18607,East,81
0.009341573193338774,18,3737,18607,East,81
0.009347785234692613,19,3737,18607,East,81
0.006506152089045118,20,3737,18607,East,81
0.005417590167941743,21,3737,18607,East,81
0.009360594036001244,22,3737,18607,East,81
0.010206955132122065,23,3737,18607,East,81
0.004571055005809259,24,3737,18607,East,81
0.03014913717816095,25,3737,18607,East,81
0.0252179642613464,26,3737,18607,East,81
0.03469685195659453,27,3737,18607,East,81
0.025697389524434292,28,3737,18607,East,81
0.020184344722145427,29,3737,18607,East,81
0.08399318655626287,30,3737,18607,East,81
0.03659798772589975,31,3737,18607,East,81
0.006817319692800044,32,3737,18607,East,81
0.012479202374039745,33,3737,18607,East,81
0.0450323740778533,34,3737,18607,East,81
0.10528652363066876,35,3737,18607,East,81
0.08101353695947984,36,3737,18607,East,81
0.004142909225645235,37,3737,18607,East,81
0.010454970114696965,38,3737,18607,East,81
0.010729474673057031,39,3737,18607,East,81
0.0022700047498839617,40,3737,18607,East,81
0.019474992617922838,41,3737,18607,East,81
0.008107846708550574,12,3728,18607,East,81
0.007828072255112234,13,3728,18607,East,81
0.0059609985702532365,14,3728,18607,East,81
0.0012467182318133267,15,3728,18607,East,81
0.004021333661292479,16,3728,18607,East,81
0.003325362010187452,17,3728,18607,East,81
0.022166475382934692,18,3728,18607,East,81
0.0063357748878406835,19,3728,18607,East,81
0.011986688809140006,20,3728,18607,East,81
0.00403599217531305,22,3728,18607,East,81
