prob_cancel,n_replications,cancelled_blocks
0.2,5,"[[887902], [887702, 887802, 892202, 899602, 907002, 907902, 908102], [882902, 887302, 896202, 897602, 899503, 907002, 907802], [887302, 887702, 897502, 897602, 907902], [892202, 897402]]"
