prob_cancel,n_replications,cancelled_blocks
0.3,15,"[[887702, 892202, 897402, 899602, 907002, 907603], [882902, 887302, 887702, 887802, 887902, 897402, 897502, 898403, 907002, 907402], [887702, 898403, 898502, 906302, 907002, 907603, 907902], [882902, 887702, 897402, 897502, 899102, 899602, 906302, 907603, 907902], [882902, 887302, 887902, 897402, 906302, 907603, 907802], [887702, 897402, 898403, 899102, 899602, 907402], [887802, 887902, 892202, 897402, 897602, 899503, 899602, 907002, 907902], [887302, 887702, 887802, 897302, 897502, 898403, 898502, 899102, 899602, 907402, 907802, 907902], [882902, 887302, 887702, 892202, 896202, 897402, 897602, 899503, 906302, 907603, 907802, 908102], [882902, 897302, 897402, 898403, 899503, 906302, 907402], [897602, 898403, 898502, 899102, 906302, 907002], [882902, 887302, 887802, 896202, 897602, 898403, 898502, 899102, 899602, 906302, 907603, 907802], [887302, 887902, 892202, 897302, 897402, 897502, 899102, 907402], [887902, 892202, 897302, 897502, 899102, 899602, 907002, 907802], [899503, 906302]]"
