trip_id,stop_id,arr_t,dep_t,pax_load,ons,offs,denied,hold_time,skipped,replication
911953020,14647,8:56:26,8:56:33,36,1,0,0,0,0,3
911953020,439,8:57:54,8:58:01,37,1,0,0,0,0,3
911953020,440,8:59:28,8:59:37,37,2,2,0,0,0,3
911953020,12754,9:00:30,9:00:37,38,1,0,0,0,0,3
911953020,442,9:03:00,9:03:07,37,1,2,0,0,0,3
911953020,443,9:04:28,9:04:44,30,4,11,0,0,0,3
911953020,445,9:07:21,9:07:34,22,0,8,0,0,0,3
911953020,446,9:09:02,9:09:14,16,0,6,0,0,0,3
911953020,18122,9:10:57,9:11:08,10,0,6,0,0,0,3
911953020,448,9:12:01,9:12:16,2,0,8,0,0,0,3
911953020,1119,9:15:23,9:15:23,2,0,0,0,0,0,3
911953020,1120,9:16:01,9:16:01,2,0,0,0,0,0,3
911953020,1121,9:16:43,9:16:43,2,0,0,0,0,0,3
911953020,3953,9:18:33,9:18:33,2,0,0,0,0,0,3
911953020,3954,9:18:51,9:18:51,2,0,0,0,0,0,3
911953020,8613,9:22:02,9:22:10,0,0,2,0,0,0,3
911004030,386,7:29:30,7:29:35,2,2,0,0,0,0,4
911004030,388,7:29:56,7:29:56,2,0,0,0,0,0,4
911004030,389,7:30:42,7:30:42,2,0,0,0,0,0,4
911004030,390,7:31:09,7:31:15,3,1,0,0,0,0,4
911004030,391,7:31:32,7:31:39,4,1,0,0,0,0,4
911004030,14956,7:32:11,7:32:24,7,4,1,0,0,0,4
911004030,393,7:32:40,7:32:40,7,0,0,0,0,0,4
911004030,394,7:32:50,7:32:56,8,1,0,0,0,0,4
911004030,395,7:33:35,7:33:42,9,1,0,0,0,0,4
911004030,396,7:34:23,7:34:30,9,1,1,0,0,0,4
911004030,397,7:35:10,7:35:18,9,1,1,0,0,0,4
911004030,17169,7:36:02,7:36:09,9,1,1,0,0,0,4
911004030,17162,7:36:43,7:36:49,10,1,0,0,0,0,4
911004030,14959,7:37:40,7:37:47,10,1,1,0,0,0,4
911004030,402,7:38:13,7:38:13,10,0,0,0,0,0,4
911004030,403,7:38:39,7:38:39,10,0,0,0,0,0,4
911004030,17163,7:39:00,7:39:00,10,0,0,0,0,0,4
911004030,15848,7:39:53,7:39:53,10,0,0,0,0,0,4
911004030,406,7:40:16,7:41:06,11,2,1,0,50,0,4
911004030,14500,7:41:42,7:41:42,11,0,0,0,0,0,4
911004030,15852,7:42:07,7:42:07,11,0,0,0,0,0,4
911004030,409,7:42:35,7:42:42,10,0,1,0,0,0,4
911004030,18047,7:43:59,7:43:59,10,0,0,0,0,0,4
911004030,17841,7:44:39,7:44:45,11,1,0,0,0,0,4
911004030,412,7:45:40,7:45:40,11,0,0,0,0,0,4
911004030,413,7:46:17,7:46:17,11,0,0,0,0,0,4
911004030,14764,7:47:45,7:47:53,8,0,3,0,0,0,4
911004030,415,7:48:15,7:48:15,8,0,0,0,0,0,4
911004030,416,7:49:04,7:49:12,6,0,2,0,0,0,4
911004030,417,7:49:50,7:49:50,6,0,0,0,0,0,4
911004030,15185,7:50:16,7:50:16,6,0,0,0,0,0,4
911004030,16110,7:50:59,7:51:05,5,0,1,0,0,0,4
911004030,420,7:51:51,7:51:51,5,0,0,0,0,0,4
911004030,421,7:52:08,7:52:58,5,0,0,0,50,0,4
911004030,16088,7:53:35,7:53:35,5,0,0,0,0,0,4
911004030,423,7:53:50,7:53:50,5,0,0,0,0,0,4
911004030,15364,7:56:42,7:56:42,5,0,0,0,0,0,4
911004030,425,7:57:40,7:57:40,5,0,0,0,0,0,4
911004030,15384,7:58:18,7:58:18,5,0,0,0,0,0,4
911004030,427,7:59:18,7:59:24,4,0,1,0,0,0,4
911004030,428,7:59:58,8:00:05,3,0,1,0,0,0,4
911004030,429,8:00:25,8:00:25,3,0,0,0,0,0,4
911004030,430,8:00:50,8:00:50,3,0,0,0,0,0,4
911004030,431,8:02:14,8:02:20,2,0,1,0,0,0,4
911004030,4727,8:04:08,8:04:08,2,0,0,0,0,0,4
911004030,432,8:05:36,8:05:36,2,0,0,0,0,0,4
911004030,15279,8:07:20,8:07:26,3,1,0,0,0,0,4
911004030,16049,8:07:47,8:08:37,3,0,0,0,50,0,4
911004030,435,8:09:44,8:09:44,3,0,0,0,0,0,4
911004030,436,8:10:54,8:10:54,3,0,0,0,0,0,4
911004030,437,8:11:52,8:12:00,4,1,0,0,0,0,4
911004030,14647,8:13:44,8:13:55,7,3,0,0,0,0,4
911004030,439,8:14:16,8:14:24,8,1,0,0,0,0,4
911004030,440,8:16:33,8:16:40,6,0,2,0,0,0,4
911004030,12754,8:17:40,8:17:47,7,1,0,0,0,0,4
911004030,442,8:19:23,8:19:23,7,0,0,0,0,0,4
911004030,443,8:20:41,8:20:56,12,7,2,0,0,0,4
911004030,445,8:23:26,8:23:33,10,0,2,0,0,0,4
911004030,446,8:25:12,8:25:21,11,2,1,0,0,0,4
911004030,18122,8:26:42,8:26:52,7,0,4,0,0,0,4
911004030,448,8:28:26,8:28:36,2,0,5,0,0,0,4
911004030,1119,8:31:00,8:31:00,2,0,0,0,0,0,4
911004030,1120,8:31:35,8:31:35,2,0,0,0,0,0,4
911004030,1121,8:33:20,8:33:20,2,0,0,0,0,0,4
911004030,3953,8:34:35,8:34:35,2,0,0,0,0,0,4
911004030,3954,8:34:48,8:34:48,2,0,0,0,0,0,4
911004030,8613,8:36:07,8:36:14,0,0,2,0,0,0,4
911457020,386,7:34:00,7:34:00,0,0,0,0,0,0,4
911457020,388,7:34:18,7:34:26,2,2,0,0,0,0,4
911457020,389,7:35:02,7:35:10,3,1,0,0,0,0,4
911457020,390,7:35:32,7:35:32,3,0,0,0,0,0,4
911457020,391,7:35:50,7:35:50,3,0,0,0,0,0,4
911457020,14956,7:36:48,7:36:59,7,4,0,0,0,0,4
911457020,393,7:37:25,7:37:25,7,0,0,0,0,0,4
911457020,394,7:37:40,7:37:46,7,1,1,0,0,0,4
911457020,395,7:38:19,7:38:19,7,0,0,0,0,0,4
911457020,396,7:38:54,7:38:59,6,0,1,0,0,0,4
911457020,397,7:39:38,7:39:49,8,3,1,0,0,0,4
911457020,17169,7:40:22,7:40:29,7,0,1,0,0,0,4
911457020,17162,7:41:11,7:41:19,9,2,0,0,0,0,4
911457020,14959,7:42:09,7:42:18,10,2,1,0,0,0,4
911457020,402,7:42:46,7:42:57,13,3,0,0,0,0,4
911457020,403,7:43:22,7:43:22,13,0,0,0,0,0,4
911457020,17163,7:44:03,7:44:11,13,1,1,0,0,0,4
911457020,15848,7:45:19,7:45:28,14,2,1,0,0,0,4
911457020,406,7:46:02,7:46:12,15,2,1,0,0,0,4
911457020,14500,7:47:09,7:47:09,15,0,0,0,0,0,4
911457020,15852,7:47:57,7:48:04,14,0,1,0,0,0,4
911457020,409,7:48:24,7:48:31,14,1,1,0,0,0,4
911457020,18047,7:50:44,7:50:44,14,0,0,0,0,0,4
911457020,17841,7:51:59,7:52:08,16,2,0,0,0,0,4
