trip_id,stop_id,arr_t,dep_t,pax_load,ons,offs,denied,hold_time,skipped,replication,arr_sec,dep_sec,dwell_sec
911004030,386,7:29:30,7:29:47,5,5,0,0,0,0,1,26970,26987,17
911004030,388,7:30:47,7:30:55,6,1,0,0,0,0,1,27047,27055,8
911004030,389,7:31:17,7:31:17,6,0,0,0,0,0,1,27077,27077,0
911004030,390,7:31:34,7:31:34,6,0,0,0,0,0,1,27094,27094,0
911004030,391,7:31:52,7:31:52,6,0,0,0,0,0,1,27112,27112,0
911004030,14956,7:32:38,7:32:46,6,1,1,0,0,0,1,27158,27166,8
911004030,393,7:33:02,7:33:02,6,0,0,0,0,0,1,27182,27182,0
911004030,394,7:33:20,7:33:20,6,0,0,0,0,0,1,27200,27200,0
911004030,395,7:33:38,7:33:38,6,0,0,0,0,0,1,27218,27218,0
911004030,396,7:34:07,7:34:15,7,1,0,0,0,0,1,27247,27255,8
911004030,397,7:34:48,7:34:59,8,2,1,0,0,0,1,27288,27299,11
911004030,17169,7:35:32,7:35:38,7,0,1,0,0,0,1,27332,27338,7
911004030,17162,7:36:22,7:36:38,10,3,0,0,0,0,1,27382,27398,16
911004030,14959,7:37:36,7:37:44,9,1,2,0,0,0,1,27456,27464,8
911004030,402,7:38:13,7:38:13,9,0,0,0,0,0,1,27493,27493,0
911004030,403,7:38:46,7:38:46,9,0,0,0,0,0,1,27526,27526,0
911004030,17163,7:39:55,7:40:06,11,2,0,0,0,0,1,27595,27606,11
911004030,15848,7:40:55,7:41:02,10,0,1,0,0,0,1,27655,27662,7
911004030,406,7:41:32,7:41:46,11,3,2,0,0,0,1,27692,27706,14
911004030,14500,7:42:28,7:42:28,11,0,0,0,0,0,1,27748,27748,0
911004030,15852,7:42:59,7:42:59,11,0,0,0,0,0,1,27779,27779,0
911004030,409,7:43:35,7:44:50,7,0,4,0,75,0,1,27815,27890,75
911004030,18047,7:45:39,7:45:39,7,0,0,0,0,0,1,27939,27939,0
911004030,17841,7:46:51,7:47:02,9,2,0,0,0,0,1,28011,28022,11
911004030,412,7:47:46,7:47:46,9,0,0,0,0,0,1,28066,28066,0
911004030,413,7:48:29,7:48:29,9,0,0,0,0,0,1,28109,28109,0
911004030,14764,7:49:30,7:49:41,7,2,4,0,0,0,1,28170,28181,11
911004030,415,7:50:12,7:50:19,6,0,1,0,0,0,1,28212,28219,7
911004030,416,7:50:47,7:50:58,3,0,3,0,0,0,1,28247,28258,11
911004030,417,7:52:04,7:52:12,2,0,1,0,0,0,1,28324,28332,8
911004030,15185,7:52:43,7:52:43,2,0,0,0,0,0,1,28363,28363,0
911004030,16110,7:53:24,7:53:24,2,0,0,0,0,0,1,28404,28404,0
911004030,420,7:54:09,7:54:16,1,0,1,0,0,0,1,28449,28456,7
911004030,421,7:54:38,7:54:38,1,0,0,0,0,0,1,28478,28478,0
911004030,16088,7:54:48,7:54:48,1,0,0,0,0,0,1,28488,28488,0
911004030,423,7:55:55,7:56:45,1,0,0,0,50,0,1,28555,28605,50
911004030,15364,7:59:26,7:59:39,4,3,0,0,0,0,1,28766,28779,14
911004030,425,8:00:02,8:00:02,4,0,0,0,0,0,1,28802,28802,0
911004030,15384,8:00:47,8:00:55,5,1,0,0,0,0,1,28847,28855,8
911004030,427,8:01:34,8:01:41,4,0,1,0,0,0,1,28894,28901,7
911004030,428,8:02:31,8:02:43,6,2,0,0,0,0,1,28951,28963,13
911004030,429,8:02:59,8:02:59,6,0,0,0,0,0,1,28979,28979,0
911004030,430,8:03:25,8:03:36,8,2,0,0,0,0,1,29005,29016,11
911004030,431,8:04:52,8:05:00,7,0,1,0,0,0,1,29092,29100,8
911004030,4727,8:08:14,8:08:22,7,1,1,0,0,0,1,29294,29302,8
911004030,432,8:09:26,8:09:34,8,1,0,0,0,0,1,29366,29374,8
911004030,15279,8:10:21,8:10:29,9,1,0,0,0,0,1,29421,29429,8
911004030,16049,8:11:17,8:11:25,10,1,0,0,0,0,1,29477,29485,8
911004030,435,8:12:12,8:12:23,12,2,0,0,0,0,1,29532,29543,11
911004030,436,8:13:30,8:13:41,15,3,0,0,0,0,1,29610,29621,11
911004030,437,8:14:18,8:14:26,16,1,0,0,0,0,1,29658,29666,8
911004030,14647,8:15:50,8:16:03,18,2,0,0,0,0,1,29750,29763,13
911004030,439,8:17:17,8:17:25,19,1,0,0,0,0,1,29837,29845,8
911004030,440,8:18:03,8:18:14,20,2,1,0,0,0,1,29883,29894,12
911004030,12754,8:18:45,8:18:53,21,1,0,0,0,0,1,29925,29933,8
911004030,442,8:19:48,8:19:55,20,0,1,0,0,0,1,29988,29995,8
911004030,443,8:23:12,8:23:27,18,3,5,0,0,0,1,30192,30207,14
911004030,445,8:25:37,8:25:50,13,0,5,0,0,0,1,30337,30350,13
911004030,446,8:26:51,8:27:04,9,0,4,0,0,0,1,30411,30424,13
911004030,18122,8:27:53,8:28:10,2,1,8,0,0,0,1,30473,30490,17
911004030,448,8:30:48,8:30:56,2,1,1,0,0,0,1,30648,30656,8
911004030,1119,8:33:51,8:33:58,1,0,1,0,0,0,1,30831,30838,7
911004030,1120,8:34:47,8:34:47,1,0,0,0,0,0,1,30887,30887,0
911004030,1121,8:35:21,8:35:21,1,0,0,0,0,0,1,30921,30921,0
911004030,3953,8:37:03,8:37:03,1,0,0,0,0,0,1,31023,31023,0
911004030,3954,8:37:30,8:37:37,0,0,1,0,0,0,1,31050,31057,7
911004030,8613,8:43:25,8:43:31,0,0,1,0,0,0,1,31405,31411,7
911457020,386,7:34:00,7:34:09,3,3,0,0,0,0,1,27240,27249,9
911457020,388,7:34:42,7:34:42,3,0,0,0,0,0,1,27282,27282,0
911457020,389,7:35:06,7:35:17,5,2,0,0,0,0,1,27306,27317,11
911457020,390,7:35:40,7:35:40,5,0,0,0,0,0,1,27340,27340,0
911457020,391,7:35:58,7:36:06,5,1,1,0,0,0,1,27358,27366,8
911457020,14956,7:36:41,7:36:56,8,4,1,0,0,0,1,27401,27416,16
911457020,393,7:37:13,7:37:13,8,0,0,0,0,0,1,27433,27433,0
911457020,394,7:37:39,7:37:39,8,0,0,0,0,0,1,27459,27459,0
911457020,395,7:38:15,7:38:24,9,1,0,0,0,0,1,27495,27504,9
911457020,396,7:39:06,7:39:14,9,1,1,0,0,0,1,27546,27554,8
911457020,397,7:39:52,7:40:04,6,1,4,0,0,0,1,27592,27604,11
911457020,17169,7:41:14,7:41:14,6,0,0,0,0,0,1,27674,27674,0
911457020,17162,7:42:12,7:42:12,6,0,0,0,0,0,1,27732,27732,0
911457020,14959,7:45:02,7:45:16,10,4,0,0,0,0,1,27902,27916,15
911457020,402,7:45:44,7:45:51,9,0,1,0,0,0,1,27944,27951,7
911457020,403,7:46:18,7:46:27,10,1,0,0,0,0,1,27978,27987,9
911457020,17163,7:47:23,7:47:32,11,1,0,0,0,0,1,28043,28052,9
911457020,15848,7:48:35,7:48:43,12,1,0,0,0,0,1,28115,28123,8
911457020,406,7:49:13,7:49:21,10,0,2,0,0,0,1,28153,28161,8
911457020,14500,7:50:15,7:50:15,10,0,0,0,0,0,1,28215,28215,0
911457020,15852,7:50:48,7:50:55,9,0,1,0,0,0,1,28248,28255,8
911457020,409,7:51:19,7:51:19,9,0,0,2,0,1,1,28279,28279,0
911457020,18047,7:52:24,7:52:24,9,0,0,0,0,0,1,28344,28344,0
911457020,17841,7:53:39,7:53:49,10,1,0,0,0,0,1,28419,28429,10
911457020,412,7:54:34,7:54:34,10,0,0,0,0,0,1,28474,28474,0
911457020,413,7:55:17,7:55:17,10,0,0,0,0,0,1,28517,28517,0
911457020,14764,7:56:11,7:56:22,7,1,4,0,0,0,1,28571,28582,11
911457020,415,7:56:52,7:56:52,7,0,0,0,0,0,1,28612,28612,0
911457020,416,7:57:30,7:57:43,2,0,5,0,0,0,1,28650,28663,13
911457020,417,7:58:31,7:58:31,2,0,0,0,0,0,1,28711,28711,0
911457020,15185,7:59:06,7:59:06,2,0,0,0,0,0,1,28746,28746,0
911457020,16110,7:59:39,7:59:47,2,1,1,0,0,0,1,28779,28787,8
911457020,420,8:01:06,8:01:16,3,1,0,0,0,0,1,28866,28876,10
911457020,421,8:01:40,8:01:40,3,0,0,0,0,0,1,28900,28900,0
911457020,16088,8:02:01,8:02:01,3,0,0,0,0,0,1,28921,28921,0
911457020,423,8:03:14,8:03:14,3,0,0,0,0,0,1,28994,28994,0
911457020,15364,8:05:04,8:05:11,2,0,1,0,0,0,1,29104,29111,7
911457020,425,8:06:22,8:06:31,3,1,0,0,0,0,1,29182,29191,8
911457020,15384,8:07:23,8:07:34,5,2,0,0,0,0,1,29243,29254,11
911457020,427,8:08:08,8:08:24,8,4,1,0,0,0,1,29288,29304,17
911457020,428,8:09:02,8:09:13,10,2,0,0,0,0,1,29342,29353,11
911457020,429,8:10:20,8:10:20,10,0,0,0,0,0,1,29420,29420,0
911457020,430,8:10:56,8:10:56,10,0,0,0,0,0,1,29456,29456,0
911457020,431,8:13:08,8:13:08,10,0,0,0,0,0,1,29588,29588,0
911457020,4727,8:14:29,8:14:29,10,0,0,0,0,0,1,29669,29669,0
911457020,432,8:14:54,8:14:54,10,0,0,0,0,0,1,29694,29694,0
911457020,15279,8:15:24,8:15:24,10,0,0,0,0,0,1,29724,29724,0
911457020,16049,8:16:24,8:17:38,10,0,0,0,75,0,1,29784,29858,75
911457020,435,8:18:16,8:18:24,11,1,0,0,0,0,1,29896,29904,8
911457020,436,8:18:46,8:18:59,13,2,0,0,0,0,1,29926,29939,12
911457020,437,8:19:32,8:19:40,14,1,0,0,0,0,1,29972,29980,8
911457020,14647,8:21:00,8:21:11,16,2,0,0,0,0,1,30060,30071,11
911457020,439,8:22:17,8:22:17,16,0,0,0,0,0,1,30137,30137,0
911457020,440,8:24:11,8:24:11,16,0,0,0,0,0,1,30251,30251,0
911457020,12754,8:24:52,8:24:52,16,0,0,0,0,0,1,30292,30292,0
911457020,442,8:25:51,8:25:51,16,0,0,0,0,0,1,30351,30351,0
911457020,443,8:26:47,8:27:08,21,6,1,0,0,0,1,30407,30428,21
911457020,445,8:29:36,8:29:51,14,0,7,0,0,0,1,30576,30591,16
911457020,446,8:31:26,8:31:36,12,0,2,0,0,0,1,30686,30696,9
911457020,18122,8:33:25,8:33:36,9,1,4,0,0,0,1,30805,30816,11
911457020,448,8:37:06,8:37:22,5,3,7,0,0,0,1,31026,31042,16
911457020,1119,8:38:03,8:38:11,3,0,2,0,0,0,1,31083,31091,8
911457020,1120,8:39:30,8:39:37,2,0,1,0,0,0,1,31170,31177,7
911457020,1121,8:40:20,8:40:20,2,0,0,0,0,0,1,31220,31220,0
911457020,3953,8:40:41,8:40:41,2,0,0,0,0,0,1,31241,31241,0
911457020,3954,8:41:01,8:41:01,2,0,0,0,0,0,1,31261,31261,0
911457020,8613,8:43:30,8:43:38,0,0,2,0,0,0,1,31410,31418,8
910579020,386,7:38:30,7:40:10,4,4,0,0,100,0,1,27510,27610,100
910579020,388,7:41:08,7:41:16,5,1,0,0,0,0,1,27668,27676,8
910579020,389,7:42:06,7:42:24,9,4,0,0,0,0,1,27726,27744,18
910579020,390,7:42:47,7:42:47,9,0,0,0,0,0,1,27767,27767,0
910579020,391,7:43:03,7:43:12,8,1,2,0,0,0,1,27783,27792,9
910579020,14956,7:43:48,7:44:12,15,8,1,0,0,0,1,27828,27852,24
910579020,393,7:44:25,7:44:25,15,0,0,0,0,0,1,27865,27865,0
910579020,394,7:44:46,7:44:54,16,1,0,0,0,0,1,27886,27894,8
910579020,395,7:45:20,7:45:20,16,0,0,0,0,0,1,27920,27920,0
910579020,396,7:45:42,7:45:57,19,3,0,0,0,0,1,27942,27957,15
910579020,397,7:46:25,7:46:25,19,0,0,0,0,0,1,27985,27985,0
910579020,17169,7:47:14,7:47:31,22,4,1,0,0,0,1,28034,28051,17
910579020,17162,7:48:12,7:48:34,28,7,1,0,0,0,1,28092,28114,22
910579020,14959,7:49:31,7:49:42,28,2,2,0,0,0,1,28171,28182,11
910579020,402,7:50:11,7:50:23,30,2,0,0,0,0,1,28211,28223,12
910579020,403,7:50:55,7:50:55,30,0,0,0,0,0,1,28255,28255,0
910579020,17163,7:51:26,7:51:26,30,0,0,0,0,0,1,28286,28286,0
910579020,15848,7:52:28,7:52:35,29,0,1,0,0,0,1,28348,28355,7
910579020,406,7:53:10,7:53:22,26,1,4,0,0,0,1,28390,28402,12
910579020,14500,7:54:35,7:54:35,26,0,0,0,0,0,1,28475,28475,0
