stop,wait_time_sec,stop_lat,stop_lon
386,155.4688473539703,41.880313,-87.774043
388,169.17665816002852,41.88000915,-87.7714723
389,177.9322401484431,41.88008776,-87.76992191
390,211.52568429763124,41.88010476,-87.76821491
391,161.56551711985634,41.88014676,-87.76661691
14956,144.47322118882482,41.88014099,-87.76461188
393,228.59218207662616,41.88018349,-87.7632177
394,139.88155235852102,41.88020276,-87.76191891
395,162.48091840733892,41.88019981,-87.75996715
396,165.4880243465352,41.88025187,-87.75778965
397,194.0991812771849,41.88027,-87.75526
17169,141.93212919877487,41.88029685,-87.75221539
17162,167.1762264099044,41.88033514,-87.7491367
14959,170.1030278033876,41.88039237,-87.74496781
402,171.0277331405332,41.880443,-87.742998
403,149.37428123528662,41.880475,-87.740705
17163,154.84462843070546,41.88048501,-87.73768052
15848,156.93338983033541,41.88050398,-87.7352163
406,159.96606020365562,41.88053063,-87.7331241
14500,162.75773974933267,41.88056848,-87.7304601
15852,197.60978344960918,41.88059058,-87.72786002
409,172.25721164036895,41.88061422,-87.72582347
18047,199.33393614550823,41.88070328,-87.72286077
17841,195.96294416073596,41.88074353,-87.72045859
412,173.49335417414432,41.8808072,-87.7159745
413,225.56723562739353,41.88081388,-87.71381964
14764,190.88373171082108,41.88084064,-87.71073049
415,0.0,41.880887,-87.708722
416,160.7613097591024,41.880902,-87.706333
417,237.9410383191812,41.880952,-87.703147
15185,274.2095939960794,41.88095403,-87.70088084
16110,168.63721337775618,41.88099888,-87.69856203
420,217.538353938062,41.88100858,-87.69600765
421,160.17436405447702,41.88103245,-87.694048
16088,198.01263074952877,41.88103301,-87.69229365
423,204.15915545603457,41.88106252,-87.68897646
15364,178.58390814242728,41.88109893,-87.68607651
425,218.6136425701843,41.88112797,-87.68410996
15384,230.94447766878778,41.88117403,-87.68122249
427,232.792387581408,41.881232,-87.679293
428,207.59916230236084,41.881262,-87.67685
429,0.0,41.88129674,-87.67424663
430,239.54303054772498,41.8813284,-87.67186305
431,212.34543535629882,41.88137,-87.669513
4727,243.9456521196571,41.881385,-87.668503
432,209.6265160449096,41.88139461,-87.66699977
15279,262.69190508009524,41.88143358,-87.66418871
16049,261.55005316092826,41.88146881,-87.66201484
435,239.72771252258903,41.881525,-87.659765
436,263.43138782654023,41.881545,-87.657333
437,275.8191991921997,41.881608,-87.654897
14647,255.12544996311476,41.88165169,-87.65191235
439,258.42825351018564,41.88167775,-87.64983775
440,237.58461197917714,41.882,-87.64728
12754,270.2072455044042,41.8830708,-87.64669495
442,247.8391085658312,41.88311,-87.642848
443,215.24949431992226,41.883084,-87.639976
445,209.25728814773402,41.883128,-87.635516
446,256.35350682593054,41.883137,-87.632625
18122,197.04668442771757,41.88314707,-87.63019604
448,269.90160297098294,41.88316957,-87.62749695
1119,0.0,41.88468794,-87.62431755
1120,0.0,41.88669974,-87.624384
1121,0.0,41.888076,-87.624425
3953,0.0,41.887978,-87.621979
3954,105.0660302070064,41.887792,-87.620967
8613,0.0,41.884688,-87.620796
