stop,wait_time_sec,stop_lat,stop_lon
386,144.10674965683063,41.880313,-87.774043
388,171.25485611026022,41.88000915,-87.7714723
389,168.6920230687854,41.88008776,-87.76992191
390,149.00429992688882,41.88010476,-87.76821491
391,171.2268621959331,41.88014676,-87.76661691
14956,161.26306162723026,41.88014099,-87.76461188
393,163.2848519369651,41.88018349,-87.7632177
394,134.72301641953746,41.88020276,-87.76191891
395,167.44513252033278,41.88019981,-87.75996715
396,172.36372475006388,41.88025187,-87.75778965
397,189.8821286773207,41.88027,-87.75526
17169,137.3445823989602,41.88029685,-87.75221539
17162,158.24034332691238,41.88033514,-87.7491367
14959,164.22072257672227,41.88039237,-87.74496781
402,204.8658295383466,41.880443,-87.742998
403,177.8000470166494,41.880475,-87.740705
17163,146.51344472928685,41.88048501,-87.73768052
15848,199.94584465531298,41.88050398,-87.7352163
406,160.5789206468913,41.88053063,-87.7331241
14500,169.77257081828338,41.88056848,-87.7304601
15852,266.1815195339174,41.88059058,-87.72786002
409,153.46999233519685,41.88061422,-87.72582347
18047,174.9477089789898,41.88070328,-87.72286077
17841,217.41152898651995,41.88074353,-87.72045859
412,194.60773468401567,41.8808072,-87.7159745
413,0.0,41.88081388,-87.71381964
14764,211.23039153284572,41.88084064,-87.71073049
415,173.07129923553293,41.880887,-87.708722
416,207.75892103097956,41.880902,-87.706333
417,167.49187145708007,41.880952,-87.703147
15185,128.4835581027704,41.88095403,-87.70088084
16110,158.6150384659586,41.88099888,-87.69856203
420,206.19511678638065,41.88100858,-87.69600765
421,241.91497136592224,41.88103245,-87.694048
16088,230.77126833646707,41.88103301,-87.69229365
423,141.00565850278326,41.88106252,-87.68897646
15364,215.63977085365505,41.88109893,-87.68607651
425,277.41247380589084,41.88112797,-87.68410996
15384,195.9523621018185,41.88117403,-87.68122249
427,190.26192258422023,41.881232,-87.679293
428,229.31113288105112,41.881262,-87.67685
429,167.03250664697075,41.88129674,-87.67424663
430,277.67075243442423,41.8813284,-87.67186305
431,219.5099530307467,41.88137,-87.669513
4727,213.14487672735703,41.881385,-87.668503
432,222.95109896769915,41.88139461,-87.66699977
15279,275.94512426078836,41.88143358,-87.66418871
16049,252.52809363817795,41.88146881,-87.66201484
435,272.4451215229278,41.881525,-87.659765
436,326.22705137717185,41.881545,-87.657333
437,296.6471482574128,41.881608,-87.654897
14647,352.25937751577203,41.88165169,-87.65191235
439,614.4470701310845,41.88167775,-87.64983775
440,288.4375741002566,41.882,-87.64728
12754,391.7301930630044,41.8830708,-87.64669495
442,239.9961122612605,41.88311,-87.642848
443,361.80487994333595,41.883084,-87.639976
445,355.3747519733923,41.883128,-87.635516
446,433.99067172245486,41.883137,-87.632625
18122,385.4960893004566,41.88314707,-87.63019604
448,293.10405823050564,41.88316957,-87.62749695
1119,0.0,41.88468794,-87.62431755
1120,0.0,41.88669974,-87.624384
1121,184.46880688291185,41.888076,-87.624425
3953,0.0,41.887978,-87.621979
3954,319.37288120573976,41.887792,-87.620967
8613,0.0,41.884688,-87.620796
