stop,wait_time_sec,stop_lat,stop_lon
386,161.17425255325222,41.880313,-87.774043
388,129.8906918283675,41.88000915,-87.7714723
389,142.71449678092068,41.88008776,-87.76992191
390,154.45653812878905,41.88010476,-87.76821491
391,149.5485240813323,41.88014676,-87.76661691
14956,160.536643017675,41.88014099,-87.76461188
393,189.96989596601938,41.88018349,-87.7632177
394,168.1149799013515,41.88020276,-87.76191891
395,202.4261404915944,41.88019981,-87.75996715
396,163.63064186636765,41.88025187,-87.75778965
397,175.8411581901177,41.88027,-87.75526
17169,167.5588750819396,41.88029685,-87.75221539
17162,193.3387087832539,41.88033514,-87.7491367
14959,175.27430729173432,41.88039237,-87.74496781
402,176.48736969958418,41.880443,-87.742998
403,231.45884581632527,41.880475,-87.740705
17163,167.02258423169476,41.88048501,-87.73768052
15848,190.35178391799855,41.88050398,-87.7352163
406,205.25480347989298,41.88053063,-87.7331241
14500,225.24601823745004,41.88056848,-87.7304601
15852,50.16187537984479,41.88059058,-87.72786002
409,184.3067194797147,41.88061422,-87.72582347
18047,235.67278372008855,41.88070328,-87.72286077
17841,240.7272167300392,41.88074353,-87.72045859
412,310.1507096096775,41.8808072,-87.7159745
413,0.0,41.88081388,-87.71381964
14764,187.18438127118483,41.88084064,-87.71073049
415,263.1295778670701,41.880887,-87.708722
416,215.00878642461794,41.880902,-87.706333
417,262.0243167571971,41.880952,-87.703147
15185,157.12640773495468,41.88095403,-87.70088084
16110,287.56765487010273,41.88099888,-87.69856203
420,255.63430978905103,41.88100858,-87.69600765
421,211.26010750300958,41.88103245,-87.694048
16088,406.86393738940933,41.88103301,-87.69229365
423,241.87723055071834,41.88106252,-87.68897646
15364,255.784234972987,41.88109893,-87.68607651
425,347.3452462028031,41.88112797,-87.68410996
15384,180.4369870644524,41.88117403,-87.68122249
427,251.69346688218332,41.881232,-87.679293
428,241.24874080585727,41.881262,-87.67685
429,461.46480603324017,41.88129674,-87.67424663
430,191.82627899460022,41.8813284,-87.67186305
431,263.1355965555669,41.88137,-87.669513
4727,234.26203806713943,41.881385,-87.668503
432,320.85734587558915,41.88139461,-87.66699977
15279,226.7449328430965,41.88143358,-87.66418871
16049,285.59675273688595,41.88146881,-87.66201484
435,288.36243683447475,41.881525,-87.659765
436,295.4796719479517,41.881545,-87.657333
437,284.049830945616,41.881608,-87.654897
14647,274.25378957826143,41.88165169,-87.65191235
439,310.04437191461477,41.88167775,-87.64983775
440,346.0372133490475,41.882,-87.64728
12754,325.0812304205315,41.8830708,-87.64669495
442,284.8081733840736,41.88311,-87.642848
443,315.99625502898414,41.883084,-87.639976
445,243.69206675370953,41.883128,-87.635516
446,192.5373233637638,41.883137,-87.632625
18122,393.03826682385807,41.88314707,-87.63019604
448,334.5135897771495,41.88316957,-87.62749695
1119,0.0,41.88468794,-87.62431755
1120,0.0,41.88669974,-87.624384
1121,0.0,41.888076,-87.624425
3953,0.0,41.887978,-87.621979
3954,508.9222007362241,41.887792,-87.620967
8613,0.0,41.884688,-87.620796
