stop,wait_time_sec,stop_lat,stop_lon
386,169.6011736846408,41.880313,-87.774043
388,155.1939720375736,41.88000915,-87.7714723
389,121.97499088725483,41.88008776,-87.76992191
390,214.5162604132529,41.88010476,-87.76821491
391,152.934511274158,41.88014676,-87.76661691
14956,184.93548180710727,41.88014099,-87.76461188
393,221.29416344499805,41.88018349,-87.7632177
394,168.35743407176778,41.88020276,-87.76191891
395,206.82552916574727,41.88019981,-87.75996715
396,183.59628253903782,41.88025187,-87.75778965
397,170.20101846169484,41.88027,-87.75526
17169,162.20865955591867,41.88029685,-87.75221539
17162,184.95328197340828,41.88033514,-87.7491367
14959,230.2294988679236,41.88039237,-87.74496781
402,165.96346795369845,41.880443,-87.742998
403,225.5630211436619,41.880475,-87.740705
17163,193.5988333668162,41.88048501,-87.73768052
15848,163.5349855015159,41.88050398,-87.7352163
406,208.90848504962423,41.88053063,-87.7331241
14500,176.75326775355902,41.88056848,-87.7304601
15852,226.29311789081802,41.88059058,-87.72786002
409,208.63487429645352,41.88061422,-87.72582347
18047,183.3292201361688,41.88070328,-87.72286077
17841,265.44072610306074,41.88074353,-87.72045859
412,203.204322376625,41.8808072,-87.7159745
413,228.6326271753951,41.88081388,-87.71381964
14764,238.44229100882828,41.88084064,-87.71073049
415,0.0,41.880887,-87.708722
416,227.9294739784773,41.880902,-87.706333
417,241.31673782756138,41.880952,-87.703147
15185,152.55078066352053,41.88095403,-87.70088084
16110,127.99540380674952,41.88099888,-87.69856203
420,313.5204702941963,41.88100858,-87.69600765
421,376.60441738667913,41.88103245,-87.694048
16088,310.2370630559817,41.88103301,-87.69229365
423,206.17675760472684,41.88106252,-87.68897646
15364,231.88942908628104,41.88109893,-87.68607651
425,189.51691228046593,41.88112797,-87.68410996
15384,240.6146255417838,41.88117403,-87.68122249
427,242.40082439582906,41.881232,-87.679293
428,247.0390516161095,41.881262,-87.67685
429,246.1333837549496,41.88129674,-87.67424663
430,258.4133916851092,41.8813284,-87.67186305
431,272.952930835829,41.88137,-87.669513
4727,289.4146047155985,41.881385,-87.668503
432,254.65107385419392,41.88139461,-87.66699977
15279,217.07120995737273,41.88143358,-87.66418871
16049,316.0501084194633,41.88146881,-87.66201484
435,323.6658835408307,41.881525,-87.659765
436,298.54253798692883,41.881545,-87.657333
437,260.89524807330616,41.881608,-87.654897
14647,281.00016791225863,41.88165169,-87.65191235
439,237.3135455613592,41.88167775,-87.64983775
440,244.30693907981998,41.882,-87.64728
12754,254.55848594711702,41.8830708,-87.64669495
442,433.1659999585175,41.88311,-87.642848
443,279.4748008914182,41.883084,-87.639976
445,300.9083822094881,41.883128,-87.635516
446,96.09189046714346,41.883137,-87.632625
18122,261.79748519094306,41.88314707,-87.63019604
448,311.8193482504892,41.88316957,-87.62749695
1119,0.0,41.88468794,-87.62431755
1120,0.0,41.88669974,-87.624384
1121,0.0,41.888076,-87.624425
3953,0.0,41.887978,-87.621979
3954,0.0,41.887792,-87.620967
8613,0.0,41.884688,-87.620796
