stop_id,stop_sequence,arrival_time_sec,departure_time_sec,passenger_load,ons,offs,schd_time_sec,trip_id,block_id,run_id,direction
14102,0,18510.0,18517.43054018239,2,2,0,18510.0,6279020,651000002769,F109,East
3725,1,18538.43054018239,18538.43054018239,2,0,0,18531.0,6279020,651000002769,F109,East
3726,2,19016.43054018239,19016.43054018239,2,0,0,18557.0,6279020,651000002769,F109,East
3728,3,19039.43054018239,19039.43054018239,2,0,0,18597.0,6279020,651000002769,F109,East
3729,4,19108.43054018239,19108.43054018239,2,0,0,18647.0,6279020,651000002769,F109,East
3730,5,19152.43054018239,19152.43054018239,2,0,0,18677.0,6279020,651000002769,F109,East
3731,6,19171.43054018239,19177.581261877385,1,0,1,18709.0,6279020,651000002769,F109,East
3732,7,19204.581261877385,19204.581261877385,1,0,0,18743.0,6279020,651000002769,F109,East
3733,8,19223.581261877385,19223.581261877385,1,0,0,18800.0,6279020,651000002769,F109,East
3734,9,19240.581261877385,19240.581261877385,1,0,0,18845.0,6279020,651000002769,F109,East
17475,10,19303.581261877385,19303.581261877385,1,0,0,18908.0,6279020,651000002769,F109,East
17476,11,19323.581261877385,19323.581261877385,1,0,0,18940.0,6279020,651000002769,F109,East
3737,12,19338.581261877385,19338.581261877385,1,0,0,18977.0,6279020,651000002769,F109,East
18607,13,19360.581261877385,19360.581261877385,1,0,0,19033.0,6279020,651000002769,F109,East
3739,14,19394.581261877385,19394.581261877385,1,0,0,19062.0,6279020,651000002769,F109,East
18106,15,19485.581261877385,19492.848419087215,2,1,0,19116.0,6279020,651000002769,F109,East
3741,16,19514.848419087215,19514.848419087215,2,0,0,19157.0,6279020,651000002769,F109,East
3742,17,19536.848419087215,19536.848419087215,2,0,0,19222.0,6279020,651000002769,F109,East
3743,18,19558.848419087215,19565.88353032623,1,0,1,19273.0,6279020,651000002769,F109,East
3744,19,19600.88353032623,19611.728725174828,4,3,0,19337.0,6279020,651000002769,F109,East
3745,20,19634.728725174828,19634.728725174828,4,0,0,19391.0,6279020,651000002769,F109,East
3746,21,19753.728725174828,19764.136759488247,0,0,4,19459.0,6279020,651000002769,F109,East
3747,22,19858.136759488247,19858.136759488247,0,0,0,19499.0,6279020,651000002769,F109,East
3748,23,19926.136759488247,19926.136759488247,0,0,0,19559.0,6279020,651000002769,F109,East
3749,24,20007.136759488247,20007.136759488247,0,0,0,19622.0,6279020,651000002769,F109,East
3750,25,20047.136759488247,20047.136759488247,0,0,0,19682.0,6279020,651000002769,F109,East
3752,26,20100.136759488247,20100.136759488247,0,0,0,19778.0,6279020,651000002769,F109,East
3753,27,20118.136759488247,20118.136759488247,0,0,0,19841.0,6279020,651000002769,F109,East
17251,28,20181.136759488247,20181.136759488247,0,0,0,19907.0,6279020,651000002769,F109,East
3755,29,20197.136759488247,20197.136759488247,0,0,0,19943.0,6279020,651000002769,F109,East
3756,30,20296.136759488247,20296.136759488247,0,0,0,20000.0,6279020,651000002769,F109,East
3757,31,20327.136759488247,20327.136759488247,0,0,0,20060.0,6279020,651000002769,F109,East
17249,32,20356.136759488247,20356.136759488247,0,0,0,20122.0,6279020,651000002769,F109,East
3759,33,20387.136759488247,20394.191765835232,1,1,0,20160.0,6279020,651000002769,F109,East
3760,34,20427.191765835232,20427.191765835232,1,0,0,20210.0,6279020,651000002769,F109,East
17606,35,20471.191765835232,20471.191765835232,1,0,0,20282.0,6279020,651000002769,F109,East
3762,36,20493.191765835232,20493.191765835232,1,0,0,20329.0,6279020,651000002769,F109,East
3764,37,20514.191765835232,20514.191765835232,1,0,0,20385.0,6279020,651000002769,F109,East
3765,38,20539.191765835232,20539.191765835232,1,0,0,20423.0,6279020,651000002769,F109,East
4908,39,20674.191765835232,20674.191765835232,1,0,0,20545.0,6279020,651000002769,F109,East
4910,40,20711.191765835232,20711.191765835232,1,0,0,20611.0,6279020,651000002769,F109,East
4912,41,20744.191765835232,20744.191765835232,1,0,0,20664.0,6279020,651000002769,F109,East
18580,42,20775.191765835232,20775.191765835232,1,0,0,20711.0,6279020,651000002769,F109,East
15343,43,21058.191765835232,21064.464806049946,0,0,1,20783.0,6279020,651000002769,F109,East
5418,44,21096.464806049946,21096.464806049946,0,0,0,20813.0,6279020,651000002769,F109,East
3771,45,21145.464806049946,21145.464806049946,0,0,0,20868.0,6279020,651000002769,F109,East
16192,46,21169.464806049946,21169.464806049946,0,0,0,20896.0,6279020,651000002769,F109,East
2363,47,21265.464806049946,21265.464806049946,0,0,0,20963.0,6279020,651000002769,F109,East
3773,48,21422.464806049946,21422.464806049946,0,0,0,21120.0,6279020,651000002769,F109,East
3773,0,21480.0,21480.0,0,0,0,21480.0,41321020,651000002769,F109,West
3774,1,21498.0,21498.0,0,0,0,21498.0,41321020,651000002769,F109,West
3775,2,21512.1,21512.1,0,0,0,21529.0,41321020,651000002769,F109,West
3776,3,21606.1,21606.1,0,0,0,21597.0,41321020,651000002769,F109,West
3777,4,21631.1,21631.1,0,0,0,21628.0,41321020,651000002769,F109,West
14582,5,21696.1,21696.1,0,0,0,21675.0,41321020,651000002769,F109,West
15461,6,21734.1,21734.1,0,0,0,21701.0,41321020,651000002769,F109,West
18393,7,21780.1,21780.1,0,0,0,21761.0,41321020,651000002769,F109,West
5348,8,21813.1,21813.1,0,0,0,21793.0,41321020,651000002769,F109,West
4941,9,21862.1,21873.68161528213,3,3,0,21846.0,41321020,651000002769,F109,West
4943,10,21916.68161528213,21923.778898824465,4,1,0,21892.0,41321020,651000002769,F109,West
4945,11,21956.778898824465,21963.63654032443,3,0,1,21934.0,41321020,651000002769,F109,West
4947,12,21992.63654032443,21998.920491040906,4,1,0,21977.0,41321020,651000002769,F109,West
17247,13,22095.920491040906,22102.937665006106,3,0,1,22081.0,41321020,651000002769,F109,West
3787,14,22129.937665006106,22129.937665006106,3,0,0,22122.0,41321020,651000002769,F109,West
3788,15,22192.937665006106,22192.937665006106,3,0,0,22147.0,41321020,651000002769,F109,West
17603,16,22232.937665006106,22241.73897154629,3,1,1,22189.0,41321020,651000002769,F109,West
