boarding_stop,alighting_stop,arrival_time,times_denied,boarding_time,trip_id,alighting_time
14102,3731,18276.854832721405,0,18510.0,6279020,19171.43054018239
14102,3743,18510.48731366854,0,18517.43054018239,6279020,19558.848419087215
14102,3739,18575.586890523875,0,19241.876741509783,47219020,19705.09940771367
18106,3746,18873.31164859017,0,19485.581261877385,6279020,19753.728725174828
3744,3746,18961.17406970999,0,19600.88353032623,6279020,19753.728725174828
3744,3746,19264.416964427663,0,19600.88353032623,6279020,19753.728725174828
3744,3746,19544.977455794397,0,19600.88353032623,6279020,19753.728725174828
18106,3746,20207.347815507714,0,20362.549703856836,19619020,20629.506277790133
3741,3746,20123.754233086423,0,20410.811301878985,19619020,20629.506277790133
3742,3746,19946.33243401652,0,20435.110807212866,19619020,20629.506277790133
3744,3746,20410.01541108028,0,20507.04306158416,19619020,20629.506277790133
3759,15343,20248.674719161852,0,20387.136759488247,6279020,21058.191765835232
3741,3746,20465.195785776123,0,20845.274851928418,43439020,21197.625794607313
3742,3746,20561.113157326054,0,20934.917200508953,43439020,21197.625794607313
3743,3746,20582.95639160263,0,20988.03477479951,43439020,21197.625794607313
3744,3746,20710.658148750554,0,21094.188597670625,43439020,21197.625794607313
3753,18580,20418.605311650714,0,20486.054670255016,47219020,21262.074678751505
3741,3748,20551.7302778774,0,20845.274851928418,43439020,21296.568705426605
14102,3741,20485.104874127894,0,20878.63742596421,44567020,21516.373619774084
3759,4912,20825.079119283266,0,21161.125721212888,19619020,21546.833187120636
3745,18580,20408.02971859867,0,20544.9799291943,19619020,21668.750223736126
3746,18580,20563.048274434834,0,20629.506277790133,19619020,21668.750223736126
3746,3756,20677.87394677053,0,21197.625794607313,43439020,21734.85044562071
18106,3746,20850.104126306458,0,21474.88442538042,44567020,21764.45848931401
18106,3746,20861.452604385853,0,21474.88442538042,44567020,21764.45848931401
3741,3746,20993.575754174515,0,21516.373619774084,44567020,21764.45848931401
3741,3746,21046.55114516533,0,21516.373619774084,44567020,21764.45848931401
3742,3746,21302.347417693043,0,21587.38648278691,44567020,21764.45848931401
3742,3746,21576.914418003762,0,21587.38648278691,44567020,21764.45848931401
3744,3746,21542.509957257003,0,21674.908036485853,44567020,21764.45848931401
4941,4945,21675.10086512706,0,21862.1,41321020,21956.778898824465
4941,17247,21782.12560800133,0,21862.1,41321020,22095.920491040906
4943,17603,21796.75019046443,0,21916.68161528213,41321020,22232.937665006106
18106,3746,21494.952433925384,0,21977.545450096626,10141020,22261.152221871213
3741,3746,21814.98251467905,0,22019.61332138794,10141020,22261.152221871213
4947,17246,21879.29241659883,0,21992.63654032443,41321020,22357.73897154629
3746,18580,21011.062831233012,0,21197.625794607313,43439020,22448.650377782076
3753,18580,21185.00176498993,0,21513.647388137695,43439020,22448.650377782076
3776,4941,22033.433298947282,0,22219.0,19931020,22492.53123719533
14582,4941,21974.49468315549,0,22320.515276199185,19931020,22492.53123719533
14582,4941,21982.548965001297,0,22320.515276199185,19931020,22492.53123719533
14582,4941,22277.736219390707,0,22320.515276199185,19931020,22492.53123719533
14582,4941,22292.18586237689,0,22320.515276199185,19931020,22492.53123719533
15461,4941,22291.59333787698,0,22368.609610611587,19931020,22492.53123719533
18393,4941,22320.90183066077,0,22417.1955755159,19931020,22492.53123719533
3743,17606,21121.61989384696,0,21637.60164226619,44567020,22498.759125530567
3748,17606,21720.043515538873,0,21863.735447817235,44567020,22498.759125530567
3746,3755,21872.06575724396,0,22261.152221871213,10141020,22578.045525647984
