step,score,eps
27,-6.741843403073657,0.9
48,-4.666198891022271,0.8983000000000002
75,-7.9761633243617105,0.8956000000000005
102,-4.587658020213374,0.8929000000000008
130,-8.12241370415602,0.8901000000000011
154,-7.992491568368317,0.8877000000000014
179,-7.447643935791692,0.8852000000000017
208,-7.842874820237604,0.882300000000002
234,-4.87495383380223,0.8797000000000023
263,-4.923808578643166,0.8768000000000026
288,-9.071882855871817,0.8743000000000029
314,-8.547125825347035,0.8717000000000031
342,-8.280706220966584,0.8689000000000034
365,-7.612721621801342,0.8666000000000037
394,-7.4858963671322885,0.863700000000004
422,-6.552595475226831,0.8609000000000043
448,-7.8728263280760045,0.8583000000000046
475,-6.600082310781521,0.8556000000000049
500,-9.06709681400393,0.8531000000000052
524,-9.258000142602372,0.8507000000000055
549,-6.40256707407174,0.8482000000000057
574,-6.117810435184268,0.845700000000006
592,-5.983360153146199,0.8439000000000062
617,-5.2639832138943,0.8414000000000065
642,-3.0167046865361002,0.8389000000000068
668,-9.726502182603298,0.836300000000007
689,-9.067018523323076,0.8342000000000073
712,-6.577174526605437,0.8319000000000075
739,-7.359298528634875,0.8292000000000078
766,-5.876444410132318,0.8265000000000081
792,-7.425537320833576,0.8239000000000084
813,-2.970505652943366,0.8218000000000086
836,-10.810776908295178,0.8195000000000089
862,-8.15562750221073,0.8169000000000092
890,-11.425597817964016,0.8141000000000095
920,-10.449360101527596,0.8111000000000098
947,-5.0190867565416415,0.8084000000000101
972,-6.224955808072223,0.8059000000000104
988,-0.7643163542326628,0.8043000000000106
1013,-7.681705837426081,0.8018000000000108
1031,-3.3025294339814266,0.800000000000011
1058,-9.556971101087404,0.7973000000000113
1085,-6.646698340138243,0.7946000000000116
1108,-4.4162992536821335,0.7923000000000119
1125,-4.802507881883567,0.7906000000000121
1151,-7.119601005624469,0.7880000000000124
1175,-7.458604461249478,0.7856000000000126
1201,-3.5365344657009277,0.7830000000000129
1221,-5.685819841093058,0.7810000000000131
1244,-4.930075814650758,0.7787000000000134
1266,-8.679952765828169,0.7765000000000136
1291,-7.815650611266685,0.7740000000000139
1320,-8.280453958135812,0.7711000000000142
1342,-6.60328117708072,0.7689000000000145
1367,-6.50443910717227,0.7664000000000147
1395,-8.222036881196539,0.763600000000015
1424,-9.876902611725855,0.7607000000000154
1451,-11.401075299274291,0.7580000000000157
1477,-4.735265536840778,0.755400000000016
1501,-9.411571515723164,0.7530000000000162
1522,-6.984029528981038,0.7509000000000164
1548,-6.781795361551569,0.7483000000000167
1577,-10.637856778683505,0.745400000000017
1609,-11.059220245148797,0.7422000000000174
1634,-7.193949048573942,0.7397000000000177
