prob_cancel,n_replications,capacity,cancelled_blocks
0.15,20,63,"[[1591, 1626, 1631], [1624], [1594, 1631], [1595, 1625, 1629], [1632, 1634], [1595, 1625, 1627, 1628, 1858], [1591, 1595], [1594, 1595, 1624, 1625], [1629, 1631], [1592, 1628, 1858], [1591, 1592], [1591, 1634], [1595], [1594, 1858], [1591, 1624, 1626, 1627], [1595, 1631], [1858], [1626, 1631], [1592, 1634], [1627, 1634]]"
