prob_cancel,n_replications,capacity,cancelled_blocks
0.3,20,63,"[[1594, 1627, 1632], [1591, 1625, 1626, 1627, 1629], [1592, 1594, 1595, 1624, 1625, 1629], [1591, 1594, 1624, 1625, 1628, 1631], [1624, 1627, 1628, 1631, 1858], [1631], [1592, 1595, 1624, 1625], [1628, 1634], [1625, 1631, 1634], [1624, 1628, 1632], [1595, 1627, 1629, 1858], [1591, 1629, 1858], [1625, 1626, 1629, 1631, 1632, 1634, 1858], [1592, 1625, 1626, 1858], [1626, 1628, 1629, 1858], [1595, 1627, 1628, 1631], [1595, 1624, 1625, 1858], [1594], [1592, 1624, 1631, 1632, 1858], [1625, 1632]]"
