version,tripno,blockno,patternid,route,veh_type,direction,timepointid,runid,schd_time,monday,tuesday,wednesday,thursday,friday,saturday,sunday
651,45731070,526,16550,81,STANDARD,3.0,LawPul,F108,38190,0,0,0,0,0,1,0
651,45731070,526,16550,81,STANDARD,3.0,LawKim,F108,38610,0,0,0,0,0,1,0
651,45731070,526,16550,81,STANDARD,3.0,LawWes,F108,39270,0,0,0,0,0,1,0
651,45731070,526,16550,81,STANDARD,3.0,WilBwy,F108,39990,0,0,0,0,0,1,0
651,45731070,526,16550,81,STANDARD,3.0,WilMd,F108,40440,0,0,0,0,0,1,0
651,17763020,2685,16551,81,STANDARD,4.0,WilMd,F151,37560,1,1,1,1,1,0,0
651,17763020,2685,16551,81,STANDARD,4.0,WilBwy,F151,38010,1,1,1,1,1,0,0
651,17763020,2685,16551,81,STANDARD,4.0,LawWes,F151,38760,1,1,1,1,1,0,0
651,17763020,2685,16551,81,STANDARD,4.0,LawKim,F151,39300,1,1,1,1,1,0,0
651,17763020,2685,16551,81,STANDARD,4.0,LawPul,F151,39660,1,1,1,1,1,0,0
651,17763020,2685,16551,81,STANDARD,4.0,LawCic,F151,40020,1,1,1,1,1,0,0
651,17763020,2685,16551,81,STANDARD,4.0,JpkBlu,F151,40320,1,1,1,1,1,0,0
651,7577010,3883,16551,81,STANDARD,4.0,WilMd,F501,37860,0,0,0,0,0,0,1
651,7577010,3883,16551,81,STANDARD,4.0,WilBwy,F501,38220,0,0,0,0,0,0,1
651,7577010,3883,16551,81,STANDARD,4.0,LawWes,F501,38820,0,0,0,0,0,0,1
651,7577010,3883,16551,81,STANDARD,4.0,LawKim,F501,39360,0,0,0,0,0,0,1
651,7577010,3883,16551,81,STANDARD,4.0,LawPul,F501,39660,0,0,0,0,0,0,1
651,7577010,3883,16551,81,STANDARD,4.0,LawCic,F501,39960,0,0,0,0,0,0,1
651,7577010,3883,16551,81,STANDARD,4.0,JpkBlu,F501,40140,0,0,0,0,0,0,1
651,31241020,2735,16550,81,STANDARD,3.0,JpkBlu,F782,37980,1,1,1,1,1,0,0
651,31241020,2735,16550,81,STANDARD,3.0,LawCic,F782,38220,1,1,1,1,1,0,0
651,31241020,2735,16550,81,STANDARD,3.0,LawPul,F782,38640,1,1,1,1,1,0,0
651,31241020,2735,16550,81,STANDARD,3.0,LawKim,F782,39000,1,1,1,1,1,0,0
651,31241020,2735,16550,81,STANDARD,3.0,LawWes,F782,39600,1,1,1,1,1,0,0
651,31241020,2735,16550,81,STANDARD,3.0,WilBwy,F782,40410,1,1,1,1,1,0,0
651,31241020,2735,16550,81,STANDARD,3.0,WilMd,F782,40860,1,1,1,1,1,0,0
651,27526010,3877,16550,81,STANDARD,3.0,JpkBlu,F104,38070,0,0,0,0,0,0,1
651,27526010,3877,16550,81,STANDARD,3.0,LawCic,F104,38310,0,0,0,0,0,0,1
651,27526010,3877,16550,81,STANDARD,3.0,LawPul,F104,38670,0,0,0,0,0,0,1
651,27526010,3877,16550,81,STANDARD,3.0,LawKim,F104,38970,0,0,0,0,0,0,1
651,27526010,3877,16550,81,STANDARD,3.0,LawWes,F104,39510,0,0,0,0,0,0,1
651,27526010,3877,16550,81,STANDARD,3.0,WilBwy,F104,40170,0,0,0,0,0,0,1
651,27526010,3877,16550,81,STANDARD,3.0,WilMd,F104,40590,0,0,0,0,0,0,1
651,18697070,587,16550,81,STANDARD,3.0,JpkBlu,F843,38100,0,0,0,0,0,1,0
651,18697070,587,16550,81,STANDARD,3.0,LawCic,F843,38340,0,0,0,0,0,1,0
651,18697070,587,16550,81,STANDARD,3.0,LawPul,F843,38760,0,0,0,0,0,1,0
651,18697070,587,16550,81,STANDARD,3.0,LawKim,F843,39180,0,0,0,0,0,1,0
651,18697070,587,16550,81,STANDARD,3.0,LawWes,F843,39840,0,0,0,0,0,1,0
651,18697070,587,16550,81,STANDARD,3.0,WilBwy,F843,40560,0,0,0,0,0,1,0
651,18697070,587,16550,81,STANDARD,3.0,WilMd,F843,41010,0,0,0,0,0,1,0
651,30699020,2732,16551,81,STANDARD,4.0,WilMd,F101,38160,1,1,1,1,1,0,0
651,30699020,2732,16551,81,STANDARD,4.0,WilBwy,F101,38610,1,1,1,1,1,0,0
651,30699020,2732,16551,81,STANDARD,4.0,LawWes,F101,39360,1,1,1,1,1,0,0
651,30699020,2732,16551,81,STANDARD,4.0,LawKim,F101,39900,1,1,1,1,1,0,0
651,30699020,2732,16551,81,STANDARD,4.0,LawPul,F101,40260,1,1,1,1,1,0,0
651,30699020,2732,16551,81,STANDARD,4.0,LawCic,F101,40620,1,1,1,1,1,0,0
651,30699020,2732,16551,81,STANDARD,4.0,JpkBlu,F101,40920,1,1,1,1,1,0,0
651,30267070,589,16551,81,STANDARD,4.0,WilMd,F110,38190,0,0,0,0,0,1,0
651,30267070,589,16551,81,STANDARD,4.0,WilBwy,F110,38640,0,0,0,0,0,1,0
651,30267070,589,16551,81,STANDARD,4.0,LawWes,F110,39390,0,0,0,0,0,1,0
651,30267070,589,16551,81,STANDARD,4.0,LawKim,F110,39990,0,0,0,0,0,1,0
651,30267070,589,16551,81,STANDARD,4.0,LawPul,F110,40410,0,0,0,0,0,1,0
651,30267070,589,16551,81,STANDARD,4.0,LawCic,F110,40710,0,0,0,0,0,1,0
651,30267070,589,16551,81,STANDARD,4.0,JpkBlu,F110,41010,0,0,0,0,0,1,0
651,37971020,2773,16550,81,STANDARD,3.0,JpkBlu,F103,38580,1,1,1,1,1,0,0
651,37971020,2773,16550,81,STANDARD,3.0,LawCic,F103,38820,1,1,1,1,1,0,0
651,37971020,2773,16550,81,STANDARD,3.0,LawPul,F103,39240,1,1,1,1,1,0,0
651,37971020,2773,16550,81,STANDARD,3.0,LawKim,F103,39600,1,1,1,1,1,0,0
651,37971020,2773,16550,81,STANDARD,3.0,LawWes,F103,40200,1,1,1,1,1,0,0
651,37971020,2773,16550,81,STANDARD,3.0,WilBwy,F103,41010,1,1,1,1,1,0,0
651,37971020,2773,16550,81,STANDARD,3.0,WilMd,F103,41460,1,1,1,1,1,0,0
651,28987070,635,16550,81,STANDARD,3.0,JpkBlu,F104,38670,0,0,0,0,0,1,0
651,28987070,635,16550,81,STANDARD,3.0,LawCic,F104,38910,0,0,0,0,0,1,0
651,28987070,635,16550,81,STANDARD,3.0,LawPul,F104,39330,0,0,0,0,0,1,0
651,28987070,635,16550,81,STANDARD,3.0,LawKim,F104,39750,0,0,0,0,0,1,0
651,28987070,635,16550,81,STANDARD,3.0,LawWes,F104,40410,0,0,0,0,0,1,0
651,28987070,635,16550,81,STANDARD,3.0,WilBwy,F104,41130,0,0,0,0,0,1,0
651,28987070,635,16550,81,STANDARD,3.0,WilMd,F104,41580,0,0,0,0,0,1,0
651,18325010,3884,16551,81,STANDARD,4.0,WilMd,F512,38700,0,0,0,0,0,0,1
651,18325010,3884,16551,81,STANDARD,4.0,WilBwy,F512,39060,0,0,0,0,0,0,1
651,18325010,3884,16551,81,STANDARD,4.0,LawWes,F512,39660,0,0,0,0,0,0,1
651,18325010,3884,16551,81,STANDARD,4.0,LawKim,F512,40200,0,0,0,0,0,0,1
651,18325010,3884,16551,81,STANDARD,4.0,LawPul,F512,40500,0,0,0,0,0,0,1
651,18325010,3884,16551,81,STANDARD,4.0,LawCic,F512,40800,0,0,0,0,0,0,1
651,18325010,3884,16551,81,STANDARD,4.0,JpkBlu,F512,40980,0,0,0,0,0,0,1
651,553020,2772,16551,81,STANDARD,4.0,WilMd,F115,38760,1,1,1,1,1,0,0
651,553020,2772,16551,81,STANDARD,4.0,WilBwy,F115,39210,1,1,1,1,1,0,0
651,553020,2772,16551,81,STANDARD,4.0,LawWes,F115,39960,1,1,1,1,1,0,0
651,553020,2772,16551,81,STANDARD,4.0,LawKim,F115,40500,1,1,1,1,1,0,0
651,553020,2772,16551,81,STANDARD,4.0,LawPul,F115,40860,1,1,1,1,1,0,0
651,553020,2772,16551,81,STANDARD,4.0,LawCic,F115,41220,1,1,1,1,1,0,0
651,553020,2772,16551,81,STANDARD,4.0,JpkBlu,F115,41520,1,1,1,1,1,0,0
651,26870010,3910,16550,81,STANDARD,3.0,JpkBlu,F105,38790,0,0,0,0,0,0,1
651,26870010,3910,16550,81,STANDARD,3.0,LawCic,F105,39030,0,0,0,0,0,0,1
651,26870010,3910,16550,81,STANDARD,3.0,LawPul,F105,39390,0,0,0,0,0,0,1
651,26870010,3910,16550,81,STANDARD,3.0,LawKim,F105,39690,0,0,0,0,0,0,1
651,26870010,3910,16550,81,STANDARD,3.0,LawWes,F105,40230,0,0,0,0,0,0,1
651,26870010,3910,16550,81,STANDARD,3.0,WilBwy,F105,40890,0,0,0,0,0,0,1
651,26870010,3910,16550,81,STANDARD,3.0,WilMd,F105,41310,0,0,0,0,0,0,1
651,45768070,595,16551,81,STANDARD,4.0,WilMd,F109,38880,0,0,0,0,0,1,0
651,45768070,595,16551,81,STANDARD,4.0,WilBwy,F109,39330,0,0,0,0,0,1,0
651,45768070,595,16551,81,STANDARD,4.0,LawWes,F109,40080,0,0,0,0,0,1,0
651,45768070,595,16551,81,STANDARD,4.0,LawKim,F109,40680,0,0,0,0,0,1,0
651,45768070,595,16551,81,STANDARD,4.0,LawPul,F109,41100,0,0,0,0,0,1,0
651,45768070,595,16551,81,STANDARD,4.0,LawCic,F109,41400,0,0,0,0,0,1,0
651,45768070,595,16551,81,STANDARD,4.0,JpkBlu,F109,41700,0,0,0,0,0,1,0
651,27218020,2731,16550,81,STANDARD,3.0,JpkBlu,F109,39180,1,1,1,1,1,0,0
651,27218020,2731,16550,81,STANDARD,3.0,LawCic,F109,39420,1,1,1,1,1,0,0
651,27218020,2731,16550,81,STANDARD,3.0,LawPul,F109,39840,1,1,1,1,1,0,0
651,27218020,2731,16550,81,STANDARD,3.0,LawKim,F109,40200,1,1,1,1,1,0,0
651,27218020,2731,16550,81,STANDARD,3.0,LawWes,F109,40800,1,1,1,1,1,0,0
651,27218020,2731,16550,81,STANDARD,3.0,WilBwy,F109,41610,1,1,1,1,1,0,0
651,27218020,2731,16550,81,STANDARD,3.0,WilMd,F109,42060,1,1,1,1,1,0,0
651,11045070,592,16550,81,STANDARD,3.0,JpkBlu,F112,39240,0,0,0,0,0,1,0
651,11045070,592,16550,81,STANDARD,3.0,LawCic,F112,39480,0,0,0,0,0,1,0
651,11045070,592,16550,81,STANDARD,3.0,LawPul,F112,39900,0,0,0,0,0,1,0
651,11045070,592,16550,81,STANDARD,3.0,LawKim,F112,40320,0,0,0,0,0,1,0
651,11045070,592,16550,81,STANDARD,3.0,LawWes,F112,40980,0,0,0,0,0,1,0
651,11045070,592,16550,81,STANDARD,3.0,WilBwy,F112,41700,0,0,0,0,0,1,0
651,11045070,592,16550,81,STANDARD,3.0,WilMd,F112,42150,0,0,0,0,0,1,0
651,40908020,2766,16551,81,STANDARD,4.0,WilMd,F106,39360,1,1,1,1,1,0,0
651,40908020,2766,16551,81,STANDARD,4.0,WilBwy,F106,39810,1,1,1,1,1,0,0
651,40908020,2766,16551,81,STANDARD,4.0,LawWes,F106,40560,1,1,1,1,1,0,0
651,40908020,2766,16551,81,STANDARD,4.0,LawKim,F106,41100,1,1,1,1,1,0,0
651,40908020,2766,16551,81,STANDARD,4.0,LawPul,F106,41460,1,1,1,1,1,0,0
651,40908020,2766,16551,81,STANDARD,4.0,LawCic,F106,41820,1,1,1,1,1,0,0
651,40908020,2766,16551,81,STANDARD,4.0,JpkBlu,F106,42120,1,1,1,1,1,0,0
651,16248010,3895,16550,81,STANDARD,3.0,JpkBlu,F164,39510,0,0,0,0,0,0,1
651,16248010,3895,16550,81,STANDARD,3.0,LawCic,F164,39750,0,0,0,0,0,0,1
651,16248010,3895,16550,81,STANDARD,3.0,LawPul,F164,40110,0,0,0,0,0,0,1
651,16248010,3895,16550,81,STANDARD,3.0,LawKim,F164,40410,0,0,0,0,0,0,1
651,16248010,3895,16550,81,STANDARD,3.0,LawWes,F164,40950,0,0,0,0,0,0,1
651,16248010,3895,16550,81,STANDARD,3.0,WilBwy,F164,41610,0,0,0,0,0,0,1
651,16248010,3895,16550,81,STANDARD,3.0,WilMd,F164,42030,0,0,0,0,0,0,1
651,26405010,3894,16551,81,STANDARD,4.0,WilMd,F102,39540,0,0,0,0,0,0,1
651,26405010,3894,16551,81,STANDARD,4.0,WilBwy,F102,39900,0,0,0,0,0,0,1
651,26405010,3894,16551,81,STANDARD,4.0,LawWes,F102,40500,0,0,0,0,0,0,1
651,26405010,3894,16551,81,STANDARD,4.0,LawKim,F102,41040,0,0,0,0,0,0,1
651,26405010,3894,16551,81,STANDARD,4.0,LawPul,F102,41340,0,0,0,0,0,0,1
651,26405010,3894,16551,81,STANDARD,4.0,LawCic,F102,41640,0,0,0,0,0,0,1
651,26405010,3894,16551,81,STANDARD,4.0,JpkBlu,F102,41820,0,0,0,0,0,0,1
651,39496070,562,16551,81,STANDARD,4.0,WilMd,F107,39540,0,0,0,0,0,1,0
651,39496070,562,16551,81,STANDARD,4.0,WilBwy,F107,39990,0,0,0,0,0,1,0
651,39496070,562,16551,81,STANDARD,4.0,LawWes,F107,40740,0,0,0,0,0,1,0
651,39496070,562,16551,81,STANDARD,4.0,LawKim,F107,41340,0,0,0,0,0,1,0
651,39496070,562,16551,81,STANDARD,4.0,LawPul,F107,41760,0,0,0,0,0,1,0
651,39496070,562,16551,81,STANDARD,4.0,LawCic,F107,42060,0,0,0,0,0,1,0
651,39496070,562,16551,81,STANDARD,4.0,JpkBlu,F107,42360,0,0,0,0,0,1,0
651,6267020,2770,16550,81,STANDARD,3.0,JpkBlu,F104,39780,1,1,1,1,1,0,0
651,6267020,2770,16550,81,STANDARD,3.0,LawCic,F104,40020,1,1,1,1,1,0,0
651,6267020,2770,16550,81,STANDARD,3.0,LawPul,F104,40440,1,1,1,1,1,0,0
651,6267020,2770,16550,81,STANDARD,3.0,LawKim,F104,40800,1,1,1,1,1,0,0
651,6267020,2770,16550,81,STANDARD,3.0,LawWes,F104,41400,1,1,1,1,1,0,0
651,6267020,2770,16550,81,STANDARD,3.0,WilBwy,F104,42210,1,1,1,1,1,0,0
651,6267020,2770,16550,81,STANDARD,3.0,WilMd,F104,42660,1,1,1,1,1,0,0
651,27246070,525,16550,81,STANDARD,3.0,JpkBlu,F113,39780,0,0,0,0,0,1,0
651,27246070,525,16550,81,STANDARD,3.0,LawCic,F113,40020,0,0,0,0,0,1,0
651,27246070,525,16550,81,STANDARD,3.0,LawPul,F113,40500,0,0,0,0,0,1,0
651,27246070,525,16550,81,STANDARD,3.0,LawKim,F113,40980,0,0,0,0,0,1,0
651,27246070,525,16550,81,STANDARD,3.0,LawWes,F113,41640,0,0,0,0,0,1,0
651,27246070,525,16550,81,STANDARD,3.0,WilBwy,F113,42360,0,0,0,0,0,1,0
651,27246070,525,16550,81,STANDARD,3.0,WilMd,F113,42810,0,0,0,0,0,1,0
651,48222020,2769,16551,81,STANDARD,4.0,WilMd,F107,39960,1,1,1,1,1,0,0
651,48222020,2769,16551,81,STANDARD,4.0,WilBwy,F107,40410,1,1,1,1,1,0,0
651,48222020,2769,16551,81,STANDARD,4.0,LawWes,F107,41160,1,1,1,1,1,0,0
651,48222020,2769,16551,81,STANDARD,4.0,LawKim,F107,41700,1,1,1,1,1,0,0
651,48222020,2769,16551,81,STANDARD,4.0,LawPul,F107,42060,1,1,1,1,1,0,0
651,48222020,2769,16551,81,STANDARD,4.0,LawCic,F107,42420,1,1,1,1,1,0,0
651,48222020,2769,16551,81,STANDARD,4.0,JpkBlu,F107,42720,1,1,1,1,1,0,0
651,10160070,593,16551,81,STANDARD,4.0,WilMd,F907,40170,0,0,0,0,0,1,0
651,10160070,593,16551,81,STANDARD,4.0,WilBwy,F907,40620,0,0,0,0,0,1,0
651,10160070,593,16551,81,STANDARD,4.0,LawWes,F907,41400,0,0,0,0,0,1,0
651,10160070,593,16551,81,STANDARD,4.0,LawKim,F907,42030,0,0,0,0,0,1,0
651,10160070,593,16551,81,STANDARD,4.0,LawPul,F907,42450,0,0,0,0,0,1,0
651,10160070,593,16551,81,STANDARD,4.0,LawCic,F907,42780,0,0,0,0,0,1,0
651,10160070,593,16551,81,STANDARD,4.0,JpkBlu,F907,43080,0,0,0,0,0,1,0
651,21847010,3938,16550,81,STANDARD,3.0,JpkBlu,F108,40230,0,0,0,0,0,0,1
651,21847010,3938,16550,81,STANDARD,3.0,LawCic,F108,40470,0,0,0,0,0,0,1
651,21847010,3938,16550,81,STANDARD,3.0,LawPul,F108,40830,0,0,0,0,0,0,1
651,21847010,3938,16550,81,STANDARD,3.0,LawKim,F108,41190,0,0,0,0,0,0,1
651,21847010,3938,16550,81,STANDARD,3.0,LawWes,F108,41730,0,0,0,0,0,0,1
651,21847010,3938,16550,81,STANDARD,3.0,WilBwy,F108,42450,0,0,0,0,0,0,1
651,21847010,3938,16550,81,STANDARD,3.0,WilMd,F108,42900,0,0,0,0,0,0,1
651,33564010,3885,16551,81,STANDARD,4.0,WilMd,F101,40320,0,0,0,0,0,0,1
651,33564010,3885,16551,81,STANDARD,4.0,WilBwy,F101,40680,0,0,0,0,0,0,1
651,33564010,3885,16551,81,STANDARD,4.0,LawWes,F101,41280,0,0,0,0,0,0,1
651,33564010,3885,16551,81,STANDARD,4.0,LawKim,F101,41760,0,0,0,0,0,0,1
651,33564010,3885,16551,81,STANDARD,4.0,LawPul,F101,42120,0,0,0,0,0,0,1
651,33564010,3885,16551,81,STANDARD,4.0,LawCic,F101,42420,0,0,0,0,0,0,1
651,33564010,3885,16551,81,STANDARD,4.0,JpkBlu,F101,42660,0,0,0,0,0,0,1
651,48570070,590,16550,81,STANDARD,3.0,JpkBlu,F101,40320,0,0,0,0,0,1,0
651,48570070,590,16550,81,STANDARD,3.0,LawCic,F101,40560,0,0,0,0,0,1,0
651,48570070,590,16550,81,STANDARD,3.0,LawPul,F101,41040,0,0,0,0,0,1,0
651,48570070,590,16550,81,STANDARD,3.0,LawKim,F101,41520,0,0,0,0,0,1,0
651,48570070,590,16550,81,STANDARD,3.0,LawWes,F101,42180,0,0,0,0,0,1,0
651,48570070,590,16550,81,STANDARD,3.0,WilBwy,F101,42900,0,0,0,0,0,1,0
651,48570070,590,16550,81,STANDARD,3.0,WilMd,F101,43350,0,0,0,0,0,1,0
651,26211020,2767,16550,81,STANDARD,3.0,JpkBlu,F117,40380,1,1,1,1,1,0,0
651,26211020,2767,16550,81,STANDARD,3.0,LawCic,F117,40620,1,1,1,1,1,0,0
651,26211020,2767,16550,81,STANDARD,3.0,LawPul,F117,41040,1,1,1,1,1,0,0
651,26211020,2767,16550,81,STANDARD,3.0,LawKim,F117,41400,1,1,1,1,1,0,0
651,26211020,2767,16550,81,STANDARD,3.0,LawWes,F117,42000,1,1,1,1,1,0,0
651,26211020,2767,16550,81,STANDARD,3.0,WilBwy,F117,42810,1,1,1,1,1,0,0
651,26211020,2767,16550,81,STANDARD,3.0,WilMd,F117,43260,1,1,1,1,1,0,0
651,34567020,2765,16551,81,STANDARD,4.0,WilMd,F108,40560,1,1,1,1,1,0,0
651,34567020,2765,16551,81,STANDARD,4.0,WilBwy,F108,41010,1,1,1,1,1,0,0
651,34567020,2765,16551,81,STANDARD,4.0,LawWes,F108,41760,1,1,1,1,1,0,0
651,34567020,2765,16551,81,STANDARD,4.0,LawKim,F108,42300,1,1,1,1,1,0,0
651,34567020,2765,16551,81,STANDARD,4.0,LawPul,F108,42660,1,1,1,1,1,0,0
651,34567020,2765,16551,81,STANDARD,4.0,LawCic,F108,43020,1,1,1,1,1,0,0
651,34567020,2765,16551,81,STANDARD,4.0,JpkBlu,F108,43320,1,1,1,1,1,0,0
651,32489070,526,16551,81,STANDARD,4.0,WilMd,F108,40770,0,0,0,0,0,1,0
651,32489070,526,16551,81,STANDARD,4.0,WilBwy,F108,41250,0,0,0,0,0,1,0
651,32489070,526,16551,81,STANDARD,4.0,LawWes,F108,42090,0,0,0,0,0,1,0
651,32489070,526,16551,81,STANDARD,4.0,LawKim,F108,42780,0,0,0,0,0,1,0
651,32489070,526,16551,81,STANDARD,4.0,LawPul,F108,43200,0,0,0,0,0,1,0
651,32489070,526,16551,81,STANDARD,4.0,LawCic,F108,43590,0,0,0,0,0,1,0
651,32489070,526,16551,81,STANDARD,4.0,JpkBlu,F108,43890,0,0,0,0,0,1,0
651,2780070,594,16550,81,STANDARD,3.0,JpkBlu,F102,40860,0,0,0,0,0,1,0
651,2780070,594,16550,81,STANDARD,3.0,LawCic,F102,41100,0,0,0,0,0,1,0
651,2780070,594,16550,81,STANDARD,3.0,LawPul,F102,41580,0,0,0,0,0,1,0
651,2780070,594,16550,81,STANDARD,3.0,LawKim,F102,42060,0,0,0,0,0,1,0
651,2780070,594,16550,81,STANDARD,3.0,LawWes,F102,42720,0,0,0,0,0,1,0
651,2780070,594,16550,81,STANDARD,3.0,WilBwy,F102,43440,0,0,0,0,0,1,0
651,2780070,594,16550,81,STANDARD,3.0,WilMd,F102,43890,0,0,0,0,0,1,0
651,28124010,3883,16550,81,STANDARD,3.0,JpkBlu,F501,40950,0,0,0,0,0,0,1
651,28124010,3883,16550,81,STANDARD,3.0,LawCic,F501,41190,0,0,0,0,0,0,1
651,28124010,3883,16550,81,STANDARD,3.0,LawPul,F501,41550,0,0,0,0,0,0,1
651,28124010,3883,16550,81,STANDARD,3.0,LawKim,F501,41910,0,0,0,0,0,0,1
651,28124010,3883,16550,81,STANDARD,3.0,LawWes,F501,42450,0,0,0,0,0,0,1
651,28124010,3883,16550,81,STANDARD,3.0,WilBwy,F501,43170,0,0,0,0,0,0,1
651,28124010,3883,16550,81,STANDARD,3.0,WilMd,F501,43620,0,0,0,0,0,0,1
651,3712020,2685,16550,81,STANDARD,3.0,JpkBlu,F118,40980,1,1,1,1,1,0,0
651,3712020,2685,16550,81,STANDARD,3.0,LawCic,F118,41220,1,1,1,1,1,0,0
651,3712020,2685,16550,81,STANDARD,3.0,LawPul,F118,41640,1,1,1,1,1,0,0
651,3712020,2685,16550,81,STANDARD,3.0,LawKim,F118,42000,1,1,1,1,1,0,0
651,3712020,2685,16550,81,STANDARD,3.0,LawWes,F118,42600,1,1,1,1,1,0,0
651,3712020,2685,16550,81,STANDARD,3.0,WilBwy,F118,43410,1,1,1,1,1,0,0
651,3712020,2685,16550,81,STANDARD,3.0,WilMd,F118,43860,1,1,1,1,1,0,0
651,28829010,3877,16551,81,STANDARD,4.0,WilMd,F104,41040,0,0,0,0,0,0,1
651,28829010,3877,16551,81,STANDARD,4.0,WilBwy,F104,41400,0,0,0,0,0,0,1
651,28829010,3877,16551,81,STANDARD,4.0,LawWes,F104,42000,0,0,0,0,0,0,1
651,28829010,3877,16551,81,STANDARD,4.0,LawKim,F104,42480,0,0,0,0,0,0,1
651,28829010,3877,16551,81,STANDARD,4.0,LawPul,F104,42840,0,0,0,0,0,0,1
651,28829010,3877,16551,81,STANDARD,4.0,LawCic,F104,43140,0,0,0,0,0,0,1
651,28829010,3877,16551,81,STANDARD,4.0,JpkBlu,F104,43380,0,0,0,0,0,0,1
651,14661020,2735,16551,81,STANDARD,4.0,WilMd,F782,41160,1,1,1,1,1,0,0
651,14661020,2735,16551,81,STANDARD,4.0,WilBwy,F782,41610,1,1,1,1,1,0,0
651,14661020,2735,16551,81,STANDARD,4.0,LawWes,F782,42360,1,1,1,1,1,0,0
651,14661020,2735,16551,81,STANDARD,4.0,LawKim,F782,42900,1,1,1,1,1,0,0
651,14661020,2735,16551,81,STANDARD,4.0,LawPul,F782,43260,1,1,1,1,1,0,0
651,14661020,2735,16551,81,STANDARD,4.0,LawCic,F782,43620,1,1,1,1,1,0,0
651,14661020,2735,16551,81,STANDARD,4.0,JpkBlu,F782,43920,1,1,1,1,1,0,0
651,24314070,587,16551,81,STANDARD,4.0,WilMd,F843,41370,0,0,0,0,0,1,0
651,24314070,587,16551,81,STANDARD,4.0,WilBwy,F843,41850,0,0,0,0,0,1,0
651,24314070,587,16551,81,STANDARD,4.0,LawWes,F843,42720,0,0,0,0,0,1,0
651,24314070,587,16551,81,STANDARD,4.0,LawKim,F843,43440,0,0,0,0,0,1,0
651,24314070,587,16551,81,STANDARD,4.0,LawPul,F843,43860,0,0,0,0,0,1,0
651,24314070,587,16551,81,STANDARD,4.0,LawCic,F843,44280,0,0,0,0,0,1,0
651,24314070,587,16551,81,STANDARD,4.0,JpkBlu,F843,44580,0,0,0,0,0,1,0
651,25312070,589,16550,81,STANDARD,3.0,JpkBlu,F110,41400,0,0,0,0,0,1,0
651,25312070,589,16550,81,STANDARD,3.0,LawCic,F110,41640,0,0,0,0,0,1,0
651,25312070,589,16550,81,STANDARD,3.0,LawPul,F110,42120,0,0,0,0,0,1,0
651,25312070,589,16550,81,STANDARD,3.0,LawKim,F110,42600,0,0,0,0,0,1,0
651,25312070,589,16550,81,STANDARD,3.0,LawWes,F110,43260,0,0,0,0,0,1,0
651,25312070,589,16550,81,STANDARD,3.0,WilBwy,F110,43980,0,0,0,0,0,1,0
651,25312070,589,16550,81,STANDARD,3.0,WilMd,F110,44430,0,0,0,0,0,1,0
651,45766020,2732,16550,81,STANDARD,3.0,JpkBlu,F119,41580,1,1,1,1,1,0,0
651,45766020,2732,16550,81,STANDARD,3.0,LawCic,F119,41820,1,1,1,1,1,0,0
651,45766020,2732,16550,81,STANDARD,3.0,LawPul,F119,42240,1,1,1,1,1,0,0
651,45766020,2732,16550,81,STANDARD,3.0,LawKim,F119,42600,1,1,1,1,1,0,0
651,45766020,2732,16550,81,STANDARD,3.0,LawWes,F119,43200,1,1,1,1,1,0,0
651,45766020,2732,16550,81,STANDARD,3.0,WilBwy,F119,44010,1,1,1,1,1,0,0
651,45766020,2732,16550,81,STANDARD,3.0,WilMd,F119,44460,1,1,1,1,1,0,0
651,38664010,3884,16550,81,STANDARD,3.0,JpkBlu,F512,41670,0,0,0,0,0,0,1
651,38664010,3884,16550,81,STANDARD,3.0,LawCic,F512,41910,0,0,0,0,0,0,1
651,38664010,3884,16550,81,STANDARD,3.0,LawPul,F512,42270,0,0,0,0,0,0,1
651,38664010,3884,16550,81,STANDARD,3.0,LawKim,F512,42630,0,0,0,0,0,0,1
651,38664010,3884,16550,81,STANDARD,3.0,LawWes,F512,43170,0,0,0,0,0,0,1
651,38664010,3884,16550,81,STANDARD,3.0,WilBwy,F512,43890,0,0,0,0,0,0,1
651,38664010,3884,16550,81,STANDARD,3.0,WilMd,F512,44340,0,0,0,0,0,0,1
651,3670020,2773,16551,81,STANDARD,4.0,WilMd,F103,41760,1,1,1,1,1,0,0
651,3670020,2773,16551,81,STANDARD,4.0,WilBwy,F103,42210,1,1,1,1,1,0,0
651,3670020,2773,16551,81,STANDARD,4.0,LawWes,F103,42960,1,1,1,1,1,0,0
651,3670020,2773,16551,81,STANDARD,4.0,LawKim,F103,43500,1,1,1,1,1,0,0
651,3670020,2773,16551,81,STANDARD,4.0,LawPul,F103,43860,1,1,1,1,1,0,0
651,3670020,2773,16551,81,STANDARD,4.0,LawCic,F103,44220,1,1,1,1,1,0,0
651,3670020,2773,16551,81,STANDARD,4.0,JpkBlu,F103,44520,1,1,1,1,1,0,0
651,45991010,3910,16551,81,STANDARD,4.0,WilMd,F105,41760,0,0,0,0,0,0,1
651,45991010,3910,16551,81,STANDARD,4.0,WilBwy,F105,42120,0,0,0,0,0,0,1
651,45991010,3910,16551,81,STANDARD,4.0,LawWes,F105,42720,0,0,0,0,0,0,1
651,45991010,3910,16551,81,STANDARD,4.0,LawKim,F105,43200,0,0,0,0,0,0,1
651,45991010,3910,16551,81,STANDARD,4.0,LawPul,F105,43560,0,0,0,0,0,0,1
651,45991010,3910,16551,81,STANDARD,4.0,LawCic,F105,43860,0,0,0,0,0,0,1
