prob_cancel,n_replications,cancelled_blocks
0.15,15,"[[898502, 907802], [892202, 897302, 897402, 897602, 908102], [887702, 887802], [887902, 899602, 907002], [897302, 897402], [897402, 897602], [898403], [882902, 887302, 898403, 899602], [897502, 906302], [887902, 898403], [887902, 897502, 898403, 907902], [887802], [882902, 898502], [882902, 887302, 887902, 906302, 907402], [882902, 887802, 899503, 907902]]"
