prob_cancel,n_replications,cancelled_blocks
0.15,15,"[[887802, 887902, 897402, 897502, 898502], [887302, 899503], [887302, 887702, 899602, 907402, 907802], [897302, 897502, 898403, 907002], [896202, 899503, 907402], [899503], [887902, 907603], [882902, 892202, 899503], [907802], [897302, 897502, 898403, 907802], [897302, 897402], [897502, 899602, 906302, 907402], [887802, 897302, 898403], [887902, 896202, 897402, 899102, 906302, 907603, 907802, 907902], [899503, 906302, 907802]]"
