boarding_stop,alighting_stop,arrival_time,times_denied,route_id,boarding_time,trip_id,alighting_time
14102,3741,26813.75915592017,0,81,27690.0,29097020,28838.920787238392
14102,3741,27204.76560944895,0,81,27690.0,29097020,28838.920787238392
3794,18107,27776.787164321053,0,81,28219.35305896867,18412020,28852.8039966125
3746,3756,27677.900055184855,0,81,28311.55398655918,4487020,28902.039235536082
3746,3756,27867.49781785833,0,81,28311.55398655918,4487020,28902.039235536082
3776,4941,28036.0711873067,0,81,28440.099661302353,31303020,28947.081931906872
3776,4941,28265.025466593772,0,81,28440.099661302353,31303020,28947.081931906872
3777,4941,27116.94377891956,0,81,28484.630934703586,31303020,28947.081931906872
3777,4941,27128.21862773103,0,81,28484.630934703586,31303020,28947.081931906872
3777,4941,27583.072456318896,0,81,28484.630934703586,31303020,28947.081931906872
3777,4941,27910.314985217392,0,81,28484.630934703586,31303020,28947.081931906872
3777,4941,28027.685824057193,0,81,28484.630934703586,31303020,28947.081931906872
14582,4941,27491.494408191906,0,81,28646.134578451027,31303020,28947.081931906872
14582,4941,28453.821006253536,0,81,28646.134578451027,31303020,28947.081931906872
15461,4941,27139.301624794924,0,81,28704.06075510977,31303020,28947.081931906872
15461,4941,27375.51091045827,0,81,28704.06075510977,31303020,28947.081931906872
3814,3821,28186.437125033084,0,81,28734.495966091636,6934020,28975.768428754644
14102,4908,26082.166016194136,0,81,26280.0,4712020,28978.915735361705
3776,4941,28536.46141800195,0,81,28740.483851383273,21873020,29081.407821816276
3777,4945,27196.289129002238,0,81,28484.630934703586,31303020,29082.054615799778
3749,4912,27238.394654296564,0,81,27766.803174881334,4712020,29097.392870441687
3773,3774,28671.501894198875,0,81,29070.0,33610020,29100.663510948765
3748,18580,27477.493186527085,0,81,27683.583455968917,4712020,29127.13720802852
3756,18580,27590.9441853074,0,81,28210.58607449242,4712020,29127.13720802852
3756,18580,27621.90074344917,0,81,28210.58607449242,4712020,29127.13720802852
3759,18580,28338.425357125496,0,81,28441.833239492968,4712020,29127.13720802852
3762,18580,28610.76367722567,0,81,28671.322081726514,4712020,29127.13720802852
4908,18580,28646.908656538475,0,81,28978.915735361705,4712020,29127.13720802852
4910,18580,28376.569556114733,0,81,29049.872970899574,4712020,29127.13720802852
4910,18580,28731.7852722496,0,81,29049.872970899574,4712020,29127.13720802852
3746,17606,28103.570635669013,0,81,28311.55398655918,4487020,29157.505898783606
3746,3762,27672.253147260493,0,81,28311.55398655918,4487020,29188.388060354344
3802,3809,28114.453744767266,0,81,28576.425949296914,18412020,29237.011550587446
14102,3746,27095.080108794817,0,81,27690.0,29097020,29294.441462437473
14102,3746,27375.37453440529,0,81,27690.0,29097020,29294.441462437473
3726,3746,27396.69146456325,0,81,27812.578465622788,29097020,29294.441462437473
3730,3746,27446.3684432772,0,81,27958.50640417827,29097020,29294.441462437473
3731,3746,27416.856828199936,0,81,27985.14929591871,29097020,29294.441462437473
17475,3746,27586.04433128842,0,81,28429.434311605444,29097020,29294.441462437473
17475,3746,28330.740237441016,0,81,28429.434311605444,29097020,29294.441462437473
18607,3746,27735.670070698987,0,81,28532.483415438157,29097020,29294.441462437473
3739,3746,28527.38768773447,0,81,28601.112074138608,29097020,29294.441462437473
18106,3746,27967.082975405712,0,81,28798.35303618677,29097020,29294.441462437473
18106,3746,28043.99474092532,0,81,28798.35303618677,29097020,29294.441462437473
18106,3746,28435.080347855564,0,81,28798.35303618677,29097020,29294.441462437473
18106,3746,28671.114020624103,0,81,28798.35303618677,29097020,29294.441462437473
3741,3746,28060.149264856103,0,81,28838.920787238392,29097020,29294.441462437473
3741,3746,28075.75190261408,0,81,28838.920787238392,29097020,29294.441462437473
3741,3746,28621.166514942848,0,81,28838.920787238392,29097020,29294.441462437473
3741,3746,28623.24538630089,0,81,28838.920787238392,29097020,29294.441462437473
3741,3746,28772.074785116707,0,81,28838.920787238392,29097020,29294.441462437473
3741,3746,28822.044929712134,0,81,28838.920787238392,29097020,29294.441462437473
3742,3746,28161.081896491123,0,81,28893.771293020927,29097020,29294.441462437473
3742,3746,28426.56249098386,0,81,28893.771293020927,29097020,29294.441462437473
3742,3746,28604.285438029747,0,81,28893.771293020927,29097020,29294.441462437473
3742,3746,28844.10265084755,0,81,28893.771293020927,29097020,29294.441462437473
3743,3746,28774.12815717162,0,81,28946.533475624175,29097020,29294.441462437473
3744,3746,28639.851224614726,0,81,29018.708770794357,29097020,29294.441462437473
4945,3810,27260.933448758948,0,81,27465.300324845386,18412020,29365.046659820793
15931,3810,28062.48950492017,0,81,28394.71501873906,18412020,29365.046659820793
3776,17247,27572.844574428622,0,81,28440.099661302353,31303020,29391.6846919529
4941,17247,27870.582238419032,0,81,28947.081931906872,31303020,29391.6846919529
14102,3747,27322.405895888045,0,81,27690.0,29097020,29419.97069090573
14102,3739,28266.379959893333,0,81,28417.82927408215,27478020,29424.623240852863
3762,16192,28452.813293105937,0,81,28671.322081726514,4712020,29474.34685986219
3753,4910,28131.93257209787,0,81,28753.121196289147,4487020,29482.443854245143
3726,3748,26936.71955315938,0,81,27812.578465622788,29097020,29485.620610481055
4941,3788,28851.528052139565,0,81,28947.081931906872,31303020,29510.767090695143
3749,4912,28026.18534910287,0,81,28482.01285887372,4487020,29529.348341059096
14102,18580,26390.324705618066,0,81,26730.0,4487020,29604.935063504057
3744,18580,27686.654405928053,0,81,28015.06064100704,4487020,29604.935063504057
3744,18580,27818.44462197629,0,81,28015.06064100704,4487020,29604.935063504057
3745,18580,27686.08341396202,0,81,28118.13427690876,4487020,29604.935063504057
3750,18580,28362.96452214861,0,81,28546.20796884008,4487020,29604.935063504057
3760,18580,28970.390222630213,0,81,29038.669153495233,4487020,29604.935063504057
3776,17603,27296.750461639356,0,81,28440.099661302353,31303020,29606.553064474123
18393,17603,27711.568108197385,0,81,28802.674691203054,31303020,29606.553064474123
18393,17603,27759.310235242643,0,81,28802.674691203054,31303020,29606.553064474123
4941,17603,27768.231056257922,0,81,28947.081931906872,31303020,29606.553064474123
4941,17603,27794.069803903723,0,81,28947.081931906872,31303020,29606.553064474123
4941,17603,28097.458998347218,0,81,28947.081931906872,31303020,29606.553064474123
3773,17038,26213.12011465357,0,81,26400.0,6934020,29617.586936822234
3773,17038,26220.53208249462,0,81,26400.0,6934020,29617.586936822234
3773,17038,26348.649205634876,0,81,26400.0,6934020,29617.586936822234
17245,17038,27745.15896455842,0,81,27754.945764204895,6934020,29617.586936822234
15948,17038,27646.39281487713,0,81,27930.473621635603,6934020,29617.586936822234
3803,17038,27937.99038267813,0,81,28113.364001336588,6934020,29617.586936822234
14102,3742,28567.19901622673,0,81,28650.0,29932020,29631.579796917435
14582,14102,26227.560405254484,0,81,26609.294053233003,6934020,29654.994100660093
4941,14102,26710.089168719893,0,81,26885.330450880152,6934020,29654.994100660093
4945,14102,26874.9293644333,0,81,27004.102904541727,6934020,29654.994100660093
3809,14102,28251.139271123266,0,81,28477.554254224524,6934020,29654.994100660093
3812,14102,28440.498762637006,0,81,28666.77287283344,6934020,29654.994100660093
3813,14102,28229.30234247131,0,81,28701.363379419643,6934020,29654.994100660093
3815,14102,28589.48800273473,0,81,28793.646905619276,6934020,29654.994100660093
3816,14102,28450.070283590045,0,81,28836.505509271912,6934020,29654.994100660093
3816,14102,28662.459174952273,0,81,28836.505509271912,6934020,29654.994100660093
17038,14102,28806.056363037944,0,81,29617.586936822234,6934020,29654.994100660093
17038,14102,28877.672009197828,0,81,29617.586936822234,6934020,29654.994100660093
17038,14102,29173.318097971758,0,81,29617.586936822234,6934020,29654.994100660093
3773,17604,27925.131788268096,0,81,28260.8556233697,31303020,29662.540497038153
3776,17604,27501.93202216925,0,81,28440.099661302353,31303020,29662.540497038153
3777,17604,27399.094513003372,0,81,28484.630934703586,31303020,29662.540497038153
4941,17604,27792.30786570168,0,81,28947.081931906872,31303020,29662.540497038153
4941,17604,28565.469281830705,0,81,28947.081931906872,31303020,29662.540497038153
3787,17604,28800.46138221976,0,81,29473.35884994754,31303020,29662.540497038153
3787,17604,29041.114687818135,0,81,29473.35884994754,31303020,29662.540497038153
14102,3743,28543.831017475783,0,81,28650.0,29932020,29678.33795065908
3742,3744,28919.467366998695,0,81,29631.579796917435,29932020,29721.741463769235
3748,3752,28829.567248936597,0,81,29485.620610481055,29097020,29739.757445684572
18580,3773,28688.600659454834,0,81,29127.13720802852,4712020,29771.385179647208
17247,3794,29209.405248067676,0,81,29391.6846919529,31303020,29790.74619760029
4941,3788,29390.03614123127,0,81,29427.519148538475,33610020,29791.373381496524
3746,3755,29099.304169511266,0,81,29294.441462437473,29097020,29828.450745083144
14102,3745,28616.680162522323,0,81,28650.0,29932020,29831.25762349037
3810,3823,28640.79946487222,0,81,29365.046659820793,18412020,29845.62121212354
14102,3756,27024.509579550482,0,81,27690.0,29097020,29859.94561291736
3726,3756,27547.624907609257,0,81,27812.578465622788,29097020,29859.94561291736
3726,3756,27651.075708919896,0,81,27812.578465622788,29097020,29859.94561291736
3742,3756,28637.08346989958,0,81,28893.771293020927,29097020,29859.94561291736
3746,3756,29258.44801523646,0,81,29294.441462437473,29097020,29859.94561291736
3748,3756,28462.900899797747,0,81,29485.620610481055,29097020,29859.94561291736
3774,17604,28789.112994947507,0,81,29100.663510948765,33610020,29864.42006801589
14102,3745,27994.405130543157,0,81,28417.82927408215,27478020,29877.56701984573
3808,17038,28645.671276336743,0,81,29143.520124250153,18412020,29895.248149707553
3809,17038,28935.734995540937,0,81,29237.011550587446,18412020,29895.248149707553
3809,17038,29152.38524299805,0,81,29237.011550587446,18412020,29895.248149707553
3810,17038,28992.789713007805,0,81,29365.046659820793,18412020,29895.248149707553
17133,17038,28999.655001147137,0,81,29655.132047972893,18412020,29895.248149707553
15948,14102,28235.541113705185,0,81,28448.32595234231,18412020,29927.182983466875
3804,14102,28536.020279705783,0,81,28718.22960783233,18412020,29927.182983466875
3809,14102,28523.9238362079,0,81,29237.011550587446,18412020,29927.182983466875
3810,14102,29247.984092410356,0,81,29365.046659820793,18412020,29927.182983466875
17038,14102,29663.29303043928,0,81,29895.248149707553,18412020,29927.182983466875
14102,3746,28578.58671172385,0,81,28650.0,29932020,29969.294084451183
14102,3746,28624.987008015938,0,81,28650.0,29932020,29969.294084451183
18607,3746,28736.57008202505,0,81,29364.910550214172,29932020,29969.294084451183
18607,3746,29022.86285179603,0,81,29364.910550214172,29932020,29969.294084451183
18607,3746,29359.073306287744,0,81,29364.910550214172,29932020,29969.294084451183
18106,3746,29423.952201995548,0,81,29535.334940079272,29932020,29969.294084451183
18106,3746,29542.681969854573,0,81,29544.14289109182,29932020,29969.294084451183
3741,3746,29192.379918730243,0,81,29573.14289109182,29932020,29969.294084451183
3741,3746,29330.994258205043,0,81,29573.14289109182,29932020,29969.294084451183
4908,2363,29398.533003640867,0,81,29425.323857010775,4487020,29977.8180561028
14102,3746,28018.074565466482,0,81,28417.82927408215,27478020,30043.921083053974
14102,3746,28263.35836236454,0,81,28417.82927408215,27478020,30043.921083053974
14102,3746,28393.391010592444,0,81,28417.82927408215,27478020,30043.921083053974
3730,3746,28381.25181788342,0,81,28645.482090619706,27478020,30043.921083053974
3733,3746,28713.26659361699,0,81,28995.255720772977,27478020,30043.921083053974
3739,3746,28751.869947436142,0,81,29424.623240852863,27478020,30043.921083053974
3746,17606,28566.62340253701,0,81,29294.441462437473,29097020,30078.845501923566
3746,17606,28777.838724260237,0,81,29294.441462437473,29097020,30078.845501923566
3774,3802,28591.799911134844,0,81,28679.16112000591,21873020,30089.49633605161
14582,18393,29897.604220619258,0,81,29974.439687774164,19550020,30110.682260602218
14102,3747,27856.40692345606,0,81,28417.82927408215,27478020,30111.72244376764
3750,3762,28715.398210971056,0,81,29671.878275385916,29097020,30121.41560536002
17246,3803,28950.8404479913,0,81,29743.96539025793,21873020,30150.207908635613
3794,3803,29165.87055480294,0,81,29770.52906812511,21873020,30150.207908635613
3726,3748,28159.96462342552,0,81,28516.919114724948,27478020,30174.150457450487
14102,3773,26488.654076478913,0,81,26730.0,4487020,30178.134560355807
14582,4941,29530.341710540353,0,81,29974.439687774164,19550020,30208.58428637813
15461,4941,29811.63784356351,0,81,30016.561872792463,19550020,30208.58428637813
18393,4941,29610.389745613287,0,81,30110.682260602218,19550020,30208.58428637813
