prob_cancel,n_replications,early_limit,late_limit,expres_dist,express_fh_limit,express_bh_limit,express_fbh_limit,cancelled_blocks
0.15,15,120,180,16,1.8,0.5,1.4,"[[887902, 892202, 896202, 897502, 906302, 907002], [887802, 897602, 906302, 908102], [897602], [892202, 897402, 898403, 899102, 907603, 908102], [887802, 896202, 897402, 897602, 908102], [887902, 892202, 897402, 907002, 907402, 908102], [887802, 887902, 892202, 898502, 899602], [887302, 899602, 907002, 907802, 908102], [887802, 887902, 896202, 897402, 906302, 907402, 908102], [887302, 897402, 906302], [882902, 899602, 907603], [887802, 897602, 907603, 907802, 907902], [896202, 897302, 897502, 899602, 907802, 907902, 908102], [896202, 897502], [887902, 892202, 898403, 907002]]"
