prob_cancel,n_replications,cancelled_blocks
0.15,15,"[[887302, 887902, 896202, 897302, 897402, 898403, 898502, 899102, 907802], [887802, 892202, 896202, 898403, 907002], [892202, 898403, 907902], [887702, 892202, 896202, 907402], [882902, 887302, 887902, 897602, 906302], [887702, 897302, 906302, 907002, 907402, 907802], [897302, 898403], [897302, 907902], [897302, 897502, 906302, 907402], [907002, 907402], [887802, 892202, 906302, 907002, 907802], [898403, 898502, 899102, 906302, 907902, 908102], [887702, 887802, 896202, 899503, 907402], [898403, 908102], [887302, 907902]]"
