stop_id,stop_sequence,arrival_time_sec,departure_time_sec,passenger_load,ons,offs,schd_time_sec,trip_id,block_id,run_id,direction
14102,0,18510.0,18516.600501788424,1,1,0,18510.0,6279020,651000002769,F109,East
3725,1,18537.600501788424,18546.672322763756,3,2,0,18531.0,6279020,651000002769,F109,East
3726,2,19024.672322763756,19024.672322763756,3,0,0,18557.0,6279020,651000002769,F109,East
3728,3,19047.672322763756,19047.672322763756,3,0,0,18597.0,6279020,651000002769,F109,East
3729,4,19116.672322763756,19116.672322763756,3,0,0,18647.0,6279020,651000002769,F109,East
3730,5,19160.672322763756,19160.672322763756,3,0,0,18677.0,6279020,651000002769,F109,East
3731,6,19179.672322763756,19185.993183214483,2,0,1,18709.0,6279020,651000002769,F109,East
3732,7,19212.993183214483,19212.993183214483,2,0,0,18743.0,6279020,651000002769,F109,East
3733,8,19231.993183214483,19231.993183214483,2,0,0,18800.0,6279020,651000002769,F109,East
3734,9,19248.993183214483,19248.993183214483,2,0,0,18845.0,6279020,651000002769,F109,East
17475,10,19311.993183214483,19311.993183214483,2,0,0,18908.0,6279020,651000002769,F109,East
17476,11,19331.993183214483,19339.203783196306,3,1,0,18940.0,6279020,651000002769,F109,East
3737,12,19354.203783196306,19354.203783196306,3,0,0,18977.0,6279020,651000002769,F109,East
18607,13,19376.203783196306,19382.544500032927,2,0,1,19033.0,6279020,651000002769,F109,East
3739,14,19416.544500032927,19422.78388880394,1,0,1,19062.0,6279020,651000002769,F109,East
18106,15,19513.78388880394,19519.89326363902,2,1,0,19116.0,6279020,651000002769,F109,East
3741,16,19541.89326363902,19541.89326363902,2,0,0,19157.0,6279020,651000002769,F109,East
3742,17,19563.89326363902,19572.423592926043,4,2,0,19222.0,6279020,651000002769,F109,East
3743,18,19594.423592926043,19594.423592926043,4,0,0,19273.0,6279020,651000002769,F109,East
3744,19,19629.423592926043,19636.119408203223,5,1,0,19337.0,6279020,651000002769,F109,East
3745,20,19659.119408203223,19670.790721082565,3,1,3,19391.0,6279020,651000002769,F109,East
3746,21,19789.790721082565,19799.83806611423,0,0,3,19459.0,6279020,651000002769,F109,East
3747,22,19893.83806611423,19893.83806611423,0,0,0,19499.0,6279020,651000002769,F109,East
3748,23,19961.83806611423,19961.83806611423,0,0,0,19559.0,6279020,651000002769,F109,East
3749,24,20042.83806611423,20042.83806611423,0,0,0,19622.0,6279020,651000002769,F109,East
3750,25,20082.83806611423,20082.83806611423,0,0,0,19682.0,6279020,651000002769,F109,East
3752,26,20135.83806611423,20135.83806611423,0,0,0,19778.0,6279020,651000002769,F109,East
3753,27,20153.83806611423,20153.83806611423,0,0,0,19841.0,6279020,651000002769,F109,East
17251,28,20216.83806611423,20216.83806611423,0,0,0,19907.0,6279020,651000002769,F109,East
3755,29,20232.83806611423,20232.83806611423,0,0,0,19943.0,6279020,651000002769,F109,East
3756,30,20331.83806611423,20331.83806611423,0,0,0,20000.0,6279020,651000002769,F109,East
3757,31,20362.83806611423,20362.83806611423,0,0,0,20060.0,6279020,651000002769,F109,East
17249,32,20391.83806611423,20391.83806611423,0,0,0,20122.0,6279020,651000002769,F109,East
3759,33,20422.83806611423,20422.83806611423,0,0,0,20160.0,6279020,651000002769,F109,East
3760,34,20455.83806611423,20455.83806611423,0,0,0,20210.0,6279020,651000002769,F109,East
17606,35,20499.83806611423,20499.83806611423,0,0,0,20282.0,6279020,651000002769,F109,East
3762,36,20521.83806611423,20521.83806611423,0,0,0,20329.0,6279020,651000002769,F109,East
3764,37,20542.83806611423,20542.83806611423,0,0,0,20385.0,6279020,651000002769,F109,East
3765,38,20567.83806611423,20567.83806611423,0,0,0,20423.0,6279020,651000002769,F109,East
4908,39,20702.83806611423,20702.83806611423,0,0,0,20545.0,6279020,651000002769,F109,East
4910,40,20739.83806611423,20739.83806611423,0,0,0,20611.0,6279020,651000002769,F109,East
4912,41,20772.83806611423,20772.83806611423,0,0,0,20664.0,6279020,651000002769,F109,East
18580,42,20803.83806611423,20803.83806611423,0,0,0,20711.0,6279020,651000002769,F109,East
15343,43,21086.83806611423,21086.83806611423,0,0,0,20783.0,6279020,651000002769,F109,East
5418,44,21118.83806611423,21118.83806611423,0,0,0,20813.0,6279020,651000002769,F109,East
3771,45,21167.83806611423,21167.83806611423,0,0,0,20868.0,6279020,651000002769,F109,East
16192,46,21191.83806611423,21191.83806611423,0,0,0,20896.0,6279020,651000002769,F109,East
2363,47,21287.83806611423,21287.83806611423,0,0,0,20963.0,6279020,651000002769,F109,East
3773,48,21444.83806611423,21444.83806611423,0,0,0,21120.0,6279020,651000002769,F109,East
3773,0,21480.0,21480.0,0,0,0,21480.0,41321020,651000002769,F109,West
3774,1,21498.0,21505.306513701053,1,1,0,21498.0,41321020,651000002769,F109,West
3775,2,21519.40651370105,21526.3689719683,0,0,1,21529.0,41321020,651000002769,F109,West
3776,3,21620.3689719683,21620.3689719683,0,0,0,21597.0,41321020,651000002769,F109,West
3777,4,21645.3689719683,21645.3689719683,0,0,0,21628.0,41321020,651000002769,F109,West
