,route_id,service_id,trip_id,direction_id,block_id,shape_id,direction,wheelchair_accessible,schd_trip_id
8948,20,62601,6260911954020,0,626055887802,62604096,West,1,911954020
8949,20,62601,6260911955020,1,626055887802,62602063,East,1,911955020
8950,20,62601,6260911956020,1,626055887802,62600957,East,1,911956020
8951,20,62601,6260911957020,1,626055887802,62600957,East,1,911957020
8952,20,62601,6260911958020,0,626055887802,62600954,West,1,911958020
8953,20,62601,6260911959020,0,626055887802,62604096,West,1,911959020
8954,20,62601,6260911961020,1,626055887802,62602063,East,1,911961020
8955,20,62601,6260911962020,0,626055887802,62604096,West,1,911962020
8956,20,62601,6260911963020,1,626055887802,62600956,East,1,911963020
8957,20,62601,6260911971020,0,626055887702,62600949,West,1,911971020
8958,20,62601,6260911972020,1,626055887702,62602063,East,1,911972020
8959,20,62601,6260911973020,0,626055887702,62604095,West,1,911973020
8960,20,62602,6260911008030,0,626055899503,62600949,West,1,911008030
8961,20,62602,6260911425030,0,626055907603,62600949,West,1,911425030
8962,20,62602,6260911438030,1,626055907603,62600957,East,1,911438030
8963,20,62602,6260911440030,0,626055907603,62600954,West,1,911440030
8964,20,62602,6260911915030,0,626055898403,62600949,West,1,911915030
8965,20,62602,6260911916030,1,626055898403,62600959,East,1,911916030
8966,20,62604,6260911009030,1,626055899503,62600959,East,1,911009030
8967,20,62604,6260911010030,0,626055899503,62600947,West,1,911010030
8968,20,62604,6260911011030,1,626055899503,62600959,East,1,911011030
8969,20,62604,6260911439030,1,626055907603,62600959,East,1,911439030
8970,20,62604,6260911441030,1,626055907603,62600959,East,1,911441030
8971,20,62604,6260911442030,0,626055907603,62600947,West,1,911442030
8972,20,62604,6260911917030,0,626055898403,62600947,West,1,911917030
8973,20,62604,6260911918030,1,626055898403,62600959,East,1,911918030
8974,20,62604,6260911919030,0,626055898403,62600947,West,1,911919030
8975,20,62605,6260914312070,1,626055913307,62600959,East,1,914312070
8976,20,62605,6260914313070,0,626055913207,62600954,West,1,914313070
8977,20,62605,6260914314070,1,626055913207,62600957,East,1,914314070
8978,20,62605,6260914316070,0,626055913407,62600949,West,1,914316070
8979,20,62605,6260914337070,0,626055913307,62600949,West,1,914337070
8980,20,62605,6260914346070,0,626055913207,62600949,West,1,914346070
8981,20,62606,6260914161070,1,626055913007,62600957,East,1,914161070
8982,20,62606,6260914167070,1,636055913307,62600957,East,1,914167070
8983,20,62606,6260914168070,1,636055913407,62600957,East,1,914168070
8984,20,62606,6260914169070,1,636055913307,62600956,East,1,914169070
8985,20,62606,6260914170070,0,626055913007,62600954,West,1,914170070
8986,20,62606,6260914171070,1,636055913407,62600957,East,1,914171070
8987,20,62606,6260914172070,1,636055913407,62600957,East,1,914172070
8988,20,62606,6260914173070,0,636055913407,62600954,West,1,914173070
8989,20,62606,6260914174070,0,636055913407,62600954,West,1,914174070
8990,20,62606,6260914175070,0,636055913307,62600954,West,1,914175070
8991,20,62606,6260914176070,0,636055913407,62600954,West,1,914176070
8992,20,62606,6260914177070,1,636055913207,62600957,East,1,914177070
8993,20,62606,6260914178070,1,636055913307,62600957,East,1,914178070
8994,20,62606,6260914179070,1,636055913207,62600957,East,1,914179070
8995,20,62606,6260914180070,1,636055913407,62600957,East,1,914180070
8996,20,62606,6260914181070,1,636055913207,62600957,East,1,914181070
8997,20,62606,6260914182070,1,636055913307,62600957,East,1,914182070
8998,20,62606,6260914183070,1,636055913207,62600956,East,1,914183070
8999,20,62606,6260914184070,0,636055913407,62600954,West,1,914184070
9000,20,62606,6260914185070,0,636055913307,62600954,West,1,914185070
9001,20,62606,6260914186070,0,636055913207,62600954,West,1,914186070
9002,20,62606,6260914187070,0,636055913407,62600954,West,1,914187070
9003,20,62606,6260914188070,0,636055913307,62600954,West,1,914188070
9004,20,62606,6260914189070,0,636055913207,62600954,West,1,914189070
9005,20,62606,6260914190070,0,636055913307,62600954,West,1,914190070
9006,20,62606,6260914191070,0,636055913207,62600954,West,1,914191070
9007,20,62606,6260914192070,1,626055913407,62600957,East,1,914192070
9008,20,62606,6260914193070,1,626055913307,62600957,East,1,914193070
9009,20,62606,6260914194070,1,636055913207,62600957,East,1,914194070
9010,20,62606,6260914195070,1,636055913307,62600957,East,1,914195070
9011,20,62606,6260914196070,1,636055913407,62600957,East,1,914196070
9012,20,62606,6260914197070,0,636055913207,62600954,West,1,914197070
9013,20,62606,6260914198070,0,636055913407,62600954,West,1,914198070
9014,20,62606,6260914199070,1,626055913107,62600957,East,1,914199070
9015,20,62606,6260914200070,0,626055913407,62600954,West,1,914200070
9016,20,62606,6260914201070,0,626055913307,62600954,West,1,914201070
9017,20,62606,6260914202070,0,626055913107,62600954,West,1,914202070
9018,20,62606,6260914203070,0,626055913207,62600954,West,1,914203070
9019,20,62606,6260914204070,1,636055913407,62600959,East,1,914204070
9020,20,62606,6260914205070,0,636055913407,62600954,West,1,914205070
9021,20,62606,6260914206070,0,626055913207,62600954,West,1,914206070
9022,20,62606,6260914207070,1,626055913107,62600957,East,1,914207070
9023,20,62606,6260914208070,0,626055913107,62600949,West,1,914208070
9024,20,62606,6260914209070,1,636055913407,62600957,East,1,914209070
9025,20,62606,6260914210070,1,626055913107,62600957,East,1,914210070
9026,20,62606,6260914213070,1,626055913407,62600957,East,1,914213070
9027,20,62606,6260914214070,1,626055913207,62600957,East,1,914214070
9028,20,62606,6260914215070,1,626055913107,62600957,East,1,914215070
9029,20,62606,6260914216070,1,626055913107,62600957,East,1,914216070
9030,20,62606,6260914217070,0,626055913107,62600954,West,1,914217070
9031,20,62606,6260914218070,1,626055913307,62600957,East,1,914218070
9032,20,62606,6260914219070,0,626055913107,62600954,West,1,914219070
9033,20,62606,6260914220070,0,626055913107,62600954,West,1,914220070
9034,20,62606,6260914221070,0,626055913307,62600954,West,1,914221070
9035,20,62606,6260914222070,0,626055913107,62600954,West,1,914222070
9036,20,62606,6260914223070,1,626055913207,62600957,East,1,914223070
9037,20,62606,6260914224070,1,626055912707,62600956,East,1,914224070
9038,20,62606,6260914225070,1,626055912707,62600957,East,1,914225070
9039,20,62606,6260914226070,0,626055913207,62600954,West,1,914226070
9040,20,62606,6260914227070,0,626055912707,62600949,West,1,914227070
9041,20,62606,6260914228070,1,626055912707,62600957,East,1,914228070
9042,20,62606,6260914229070,1,626055912707,62600957,East,1,914229070
9043,20,62606,6260914230070,1,626055913407,62600957,East,1,914230070
9044,20,62606,6260914231070,0,626055912707,62600954,West,1,914231070
9045,20,62606,6260914232070,0,626055912707,62600954,West,1,914232070
9046,20,62606,6260914233070,0,626055913007,62600949,West,1,914233070
9047,20,62606,6260914234070,0,626055912707,62600954,West,1,914234070
9048,20,62606,6260914235070,0,626055913407,62600954,West,1,914235070
9049,20,62606,6260914236070,1,626055913007,62600957,East,1,914236070
9050,20,62606,6260914237070,1,626055913007,62600957,East,1,914237070
9051,20,62606,6260914238070,1,626055913207,62600957,East,1,914238070
