prob_cancel,n_replications,early_limit,late_limit,expres_dist,express_fh_limit,express_bh_limit,express_fbh_limit,capacity,cancelled_blocks
0.25,20,120,180,10,1.7,0.5,1.5,53,"[[887302, 887802, 897402, 897502, 898403, 906302], [882902, 896202, 897602, 898502], [882902, 887702, 887902, 896202, 897302, 897402, 898403, 899602, 907002, 907402], [892202, 896202, 898403, 899102, 907002, 907402], [887302, 887702, 892202, 899503, 907603, 907902], [896202, 897402, 897502, 899503, 907603], [882902, 887902, 897602, 906302], [897502, 899102, 899503, 899602, 907802], [887702, 897602, 898403, 898502, 899102, 907402], [887702, 887802, 896202, 897402, 897602, 907603, 908102], [896202, 897402, 897502, 898502, 899602, 906302, 907802, 908102], [887302, 887702, 887902, 892202, 897402, 897602, 899503, 907402, 907902], [887902, 897302, 897502, 897602, 898502, 906302, 907902], [887702, 887902, 896202, 897502, 908102], [897302, 899102, 899602, 907802, 907902, 908102], [887302, 898502, 899602, 906302, 908102], [887302, 887802, 897402, 897602, 898502, 899602, 907402], [882902, 898502, 906302, 907402, 908102], [887902, 892202, 899602, 906302, 907603, 907902], [882902, 887702, 887902, 896202, 897402, 897602, 899602, 906302, 907002, 907402, 907802, 908102]]"
